input_value,output_value,vary_flags
0.251696,0.202777,True
0.000000,0.117512,True
-0.000012,0.000060,True
52.978183,52.978183,False
0.078037,0.068435,True
67.086435,70.367579,True
0.728998,0.698972,True
1.000000,1.000000,False
1.147508,1.671315,True
1.868869,1.813891,True
1.000000,1.000000,False
1.195069,1.199708,True
2.096807,1.584647,True
0.000000,0.000000,False
0.000000,0.000000,False
0.000000,0.000000,False
0.000000,0.000000,False
