kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_model_snr,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_kepmag
6184894,K05245.01,Kepler-1627 b,CONFIRMED,CANDIDATE,7.20281185,1.27E-05,-1.27E-05,135.19499,1.47E-03,-1.47E-03,0.028,0.423,-0.028,2.8305,0.06,-0.06,1.83E+03,4.24E+01,-4.24E+01,3.06,3.50E-01,-3.20E-01,0.0643,,,89.92,,,20.2,1.1,-1.1,49.4,0.717,0.082,-0.074,0.681,0.085,-0.034,,,,13.028
