input_value,output_value,vary_flags
0.523362,0.266327,True
0.076617,0.346612,True
0.000187,0.000192,True
1.274925,1.274925,False
0.243213,0.117532,True
3.141972,3.679947,True
0.568522,0.296558,True
1.000000,1.000000,False
1.515834,2.601466,True
0.207056,0.000000,True
1.000000,1.000000,False
2.109065,1.529609,True
2.285916,1.928359,True
0.000000,0.000000,False
0.000000,0.000000,False
0.000000,0.000000,False
0.000000,0.000000,False
