TOI,a_m,b,depth,sigma
1755.01,49472366715.36884,1.0815401383089125,0.99658,0.0002031947810404
1141.01,19825968627.105423,1.0806535976849505,0.843532452,8.198855601117967e-05
5569.01,9686562633.77759,1.0795081918721618,0.99329,0.0009245991726316
5571.01,253301475270.43445,1.0794650763063678,0.9941,inf
1642.01,33037353043.74819,1.078969239384415,0.99415,0.0002954735914211
706.01,236616080701.092,1.0787837346689506,0.995148590766,inf
3934.01,16771312658.979258,1.077372428127066,0.991919472292,0.0009452439559917
4404.01,34706861669.21402,1.0773424442665291,0.995489314792,0.0007449134872498
1285.01,2712804320.509421,1.0772388528389412,0.998770503488,0.0002508715952397
528.01,5807235303.356589,1.0770462069917743,0.97817721631,0.0022724333232192
2499.01,5648640719.534388,1.076993529271566,0.99814,0.0003914657314223
1764.01,33881905027.066418,1.0751571243933795,0.98045,0.0008993912332042
946.01,9214784550.503712,1.0742982930965204,0.9606,0.0001799706977192
347.01,7452141222.580234,1.074010034770103,0.999168,0.001072595152205
365.01,15647833791.065416,1.0726584940562445,0.96494,0.002494303127507
3954.01,6734867158.335847,1.0724469736373603,0.99161,0.0016326232053056
1157.01,16827420875.092342,1.071957396134154,0.99592,0.0001573762566464
336.01,24553115442.35438,1.0718825548934168,0.9954,0.0001245338587896
3861.01,3990288574.51221,1.0715191766800785,0.99433,0.0007839955350489
175.02,7416847859.057704,1.0702952994793191,0.998451,0.0001780596480453
1035.01,10033971560.96666,1.070004132085697,0.993960009052,0.0002271325303001
2739.01,5980510942.654368,1.0700036479985218,0.99436,0.0005027225672392
1147.01,15397174889.243431,1.0692114494790894,0.997019,6.103654266532715e-05
5175.01,9729289556.64368,1.0687651050750815,0.98372371842,0.0021204146827712
354.01,6152547333.470368,1.06721916423118,0.991455,0.0003692997342872
3869.01,14709954675.37954,1.0671762096795,0.993,0.0010520858896346
1787.01,13524765153.757269,1.0669043825625335,0.99034,0.000505878729977
3434.01,6456920437.777648,1.0666407863371372,0.9953,0.0011045618277503
1622.01,4335423508.213848,1.0660432271543847,0.99966,0.000196049910485
1940.01,7011232565.188683,1.0655712096084249,0.99793,0.0001811495024932
602.01,20413753734.9644,1.0653053345834702,0.995010139629,0.000336262974468
3626.01,21915261721.72427,1.0648684625977085,0.99698,0.0012964662833259
5154.01,20614597458.964016,1.064778391264687,0.99714,0.0005695829551619
1041.01,15855207639.57185,1.0639060699792706,0.99165,6.812202071796552e-05
3697.01,13066559409.209929,1.0638947471664446,0.98522450197,0.0009431797297261
1656.01,338576250832.7369,1.0638225753995385,0.993331,inf
859.01,8177686653.569815,1.0634830174234466,0.99757,0.0002644489479133
358.01,12596967791.569923,1.0617035947484144,0.98409090655,0.0016837204251256
2853.01,6963061212.798485,1.061574898062617,0.97316,0.0017760850564715
176.01,12558921463.574354,1.0606838108159762,0.92877427683,0.0027567397645055
4614.01,14699033326.062248,1.0604689451490228,0.991100637844,0.0010178924083037
1111.01,17559562865.471115,1.0597322263378193,0.99275,0.0004611807077229
1875.01,14997643650.989096,1.0595002694608069,0.98804,0.0006961013829446
1284.01,2840468216.873379,1.0563137051532885,0.998038681797,0.0005659381785904
5538.01,22171869691.26502,1.0561619352107727,0.98400123167,0.0032729130729873
609.01,8613464933.24077,1.054681255034491,0.98412638857,0.0003423330052207
2821.01,1265853355.2395253,1.054638661945065,0.99801,0.0005662359023942
2351.01,8908116102.076979,1.0546185122775271,0.9766,0.0010033798329469
307.01,9946267184.931362,1.054455181148828,0.99218,0.0015013182031134
4562.01,111520000465.13728,1.0539942915970764,0.98907645155,0.0011395679187343
1366.01,17820987036.90728,1.0531321895318717,0.98891095126,0.0001868805424872
3638.01,8184315982.407933,1.0529476804627955,0.98713,0.0018052065137252
5130.01,5214186987.161509,1.0528368514285853,0.99977,5.071018464767808e-05
5275.01,15303156957.655376,1.052609730299139,0.99572,0.0012888490401105
1481.01,9959586647.773296,1.052507100613061,0.99812,0.0002128160154094
924.01,15510638356.815617,1.0524764124228334,0.9812,0.0002168656222685
4807.01,17732228610.424023,1.0520044909207666,0.98969,0.0021187700613396
2167.01,23943776418.076717,1.0511746955356185,0.99706,0.0005486741068487
3735.01,6991149695.960981,1.0506065410083325,0.98857092611,0.0004026550897084
2605.01,17378971230.50936,1.0504875600497192,0.98789332978,0.0007657318341111
3537.01,9419833212.898312,1.05004647871699,0.98415,0.0015176678235875
290.01,22477515885.11161,1.0499625797596257,0.97856,0.0015351859650242
5546.01,15401399429.71074,1.0497146256219283,0.99360197973,0.0016484671427686
850.01,14331094386.4513,1.049553021580219,0.9410426,0.0007941504216611
5663.01,34856519165.50153,1.049294058166374,0.99188,0.0016757609784502
5588.01,12671424332.327934,1.0490503672304772,0.99015,0.0007092644913087
4783.01,13266967102.241035,1.048834974535048,0.98895,0.0011632005637041
2664.01,7473353083.819319,1.0478159791297574,0.99332,0.0006520664959739
2937.01,4878983490.889493,1.0472736717048134,0.99418,0.0010228149014984
3050.01,9541163618.84514,1.0463710654222471,0.9934,0.000788829970047
2606.01,4117169014.023444,1.046057270693869,0.99273,0.0003105642298853
611.01,5812683615.042463,1.0458167010978294,0.99856,0.0001279170156598
3720.01,9123303391.050287,1.0457287739608985,0.996668300024,0.000556467977242
328.01,8312796638.514545,1.0453400372137116,0.99357,0.0018940389911848
4389.01,15643874895.43196,1.0447879330550474,0.99778328086,0.0004980521800796
1985.01,35311526250.2023,1.0447244713303645,0.99125,0.0003707403366886
3360.01,21177839213.340893,1.0440932300384391,0.99743,0.0003968227320709
4797.01,6239386266.629331,1.0434457464571203,0.989105,0.0016135429267261
1479.01,21286607156.57853,1.041993453383874,0.99494,0.0001209841008907
3942.01,6789306460.050931,1.0418413173306251,0.993163636577,0.0011399325797056
1220.01,54878732512.08575,1.0416766129095285,0.998433446248,0.0002912521029293
1849.01,21302781393.68,1.0414892730560512,0.996817,0.0005802714027043
911.01,12635983401.202751,1.040586208647391,0.99198,0.0001772029957777
861.01,14475183376.63336,1.040580635715694,0.99696,0.0001028565908415
496.01,6548848177.351423,1.0405390499797844,0.97730973665,0.0016777664427903
395.01,10140714437.70993,1.0403645492352116,0.9846538447,0.0004713874276736
2375.01,9874354956.3999,1.0403331870390802,0.98107,0.0019524554003494
1413.01,9611313120.062454,1.0401387640747888,0.998194810423,0.0004865286433054
5197.01,20827408057.536846,1.040023687732457,0.99148,0.0013741360529458
3690.01,12546089327.299902,1.039822978148504,0.99518,0.0010046013591253
901.01,6874734759.301738,1.0397831900957977,0.997572568536,0.0002711270042956
4792.01,12340682826.951628,1.038886316641266,0.992595,0.0006658039457306
4853.01,10840644789.167652,1.03884842834256,0.98945,0.0021628455184462
2589.01,258115759435.7661,1.0384844035900982,0.991122,inf
5013.01,14127772792.25702,1.0384357800434374,0.99711,0.0005480022507489
4855.01,12309290683.739803,1.0380738869612662,0.99574,0.0015219921162361
4236.01,1671616409.688292,1.0380174104222837,0.99757,0.0007527473823674
4259.01,13572224469.125668,1.0379621577491622,0.98929,0.0005825745451726
5568.01,18538749544.415016,1.0379543584154047,0.99233,0.0018638839492849
3527.01,4358011058.8590975,1.0379501078656477,0.992102795487,0.0005691975465966
1243.01,6434278521.016344,1.0378325847627228,0.99862,0.000575127680759
5642.01,14617271758.470436,1.0374575228683482,0.99562,0.0007477781961805
1784.01,5231143937.89229,1.037263611276471,0.99875,0.0003310814241987
1191.01,20859538357.366474,1.0365894832862843,0.99746,0.0002148551512286
5147.01,6965086855.725592,1.0363909345646958,0.99573,0.0010280660585688
3873.01,7551592235.785106,1.0362697841116393,0.99103,0.0005167535328531
2008.01,235426183940.7621,1.0362313889764465,0.996880701631,inf
2030.01,3580422082.0975413,1.036111230237481,0.996718679128,0.0002468671796777
154.01,11018172996.912027,1.0359259672674015,0.99703,0.0003174209566424
4049.01,27277944536.50859,1.0358517737049568,0.98628,0.0017967427599077
3383.01,14340038098.433975,1.0357212786052905,0.99013,0.0018899445607109
3811.01,5994857451.564419,1.0353858990363405,0.99786,0.0003480589675435
1059.01,12544955138.11829,1.0352676050873837,0.98025,0.0008457024582326
5577.01,1680229263.7994688,1.035229641363474,0.99904,0.0003070270182629
2001.01,6993730703.779874,1.0345802194770162,0.998482486362,0.0003477525818323
171.02,4172823083.762043,1.0345795597125378,0.992200188388,0.0021100498694201
3590.01,8741910595.572607,1.0341900846125882,0.99472,0.0007276631817497
459.01,8750528067.269423,1.0339474771774138,0.999109,8.189445020100401e-05
1895.01,270560587434.41333,1.0339170477987,0.995372689441,inf
5596.01,1574069537.9953334,1.033772045877123,0.99657,0.0007167634229934
1974.01,8996250227.18092,1.033444413184585,0.99217,0.0006509583081314
2258.01,13731363466.242968,1.03327992823775,0.98413,0.0004543532389574
4050.01,8400708966.8189745,1.0332154375457632,0.99446,0.0008667087526088
4338.01,10831540772.943138,1.0331098152318374,0.99795,0.0004371492140543
728.01,4047722359.9800673,1.032912139403038,0.99911,0.0005017964226382
2404.03,253062364065.0044,1.032801324087426,0.997791924366,inf
3806.01,6840314318.4993725,1.032523603124886,0.99585,0.0006313534620769
1786.01,14519499108.362888,1.0322084011907369,0.99657,0.0002558347264809
666.01,13067998894.259027,1.0321400566366692,0.998480760515,0.0001300034691685
2372.01,3435548869.421042,1.0320686029144208,0.99622,0.0007254140251792
860.01,10383141221.674046,1.0318910935050574,0.9888,0.0005810138566197
902.01,21986445045.51573,1.0314667103263704,0.99847,0.0003851822541996
5225.01,23793281038.98132,1.031328021080851,0.99648,0.0005752396516074
583.01,14530547008.529842,1.030063440898654,0.995951,0.0001769741663086
448.01,2435843409.6173654,1.029865045250321,0.98824454907,0.0014380858827393
1861.01,240893670609.8505,1.02961038883307,0.991459663492,inf
1131.01,2040229690.1557,1.029566405857453,0.99985,2.9353891717043096e-05
4119.01,8227933488.839625,1.02939535183491,0.99501,0.0005725243877802
3006.01,13699955610.497835,1.0288083169338966,0.98716,0.0008771975311057
5103.01,9110688025.11435,1.0284201314517538,0.99815,0.0004677245323202
5729.01,147732394507.85312,1.0282986139502812,0.993941405241,inf
3633.01,6380091976.966084,1.027985412902309,0.99731,0.0005000215953061
2409.01,15189272189.840551,1.027747682762835,0.995914315462,0.0013709164624398
961.01,8545175797.970412,1.0276633372421051,0.9731089,0.0006500774211294
2365.01,2255299699.6583104,1.0274324088269684,0.998689,0.0003726302599675
5131.01,11607002665.56961,1.0273586370232888,0.99055,0.0033894290593078
653.01,2342426953.7942734,1.0272059315123432,0.99601636,7.89797276768121e-05
4383.01,6828638479.864893,1.0269211328409138,0.997945694972,0.0002661655671961
326.01,1130441830.7196736,1.0267055291770233,0.99355467,0.0004201113146484
140.01,5392101121.264186,1.026546036695936,0.998873338051,0.0001756703596702
1635.01,22651699586.18871,1.0264373332895496,0.8910224137,0.0036043072212287
4021.01,9485119475.249146,1.0259013734687654,0.99691,0.0003748810535088
2804.01,8551815059.862931,1.0255365250790145,0.99922,0.0003555098323379
1311.01,12351052763.198845,1.0253085954611034,0.990562816845,0.0004046991930655
5099.01,19661288040.06352,1.0251745044793323,0.998888086712,0.0001254063585459
1018.01,8710991988.717031,1.0245713965751395,0.99256,0.0002551229213351
3932.01,5763286471.48018,1.0243665329978568,0.99725,0.0002604108784821
1851.01,8682856141.008078,1.024098253677267,0.98609,0.0022353705485177
4635.01,34531051779.19461,1.0240256697739112,0.97187485479,0.00080282702331
2944.01,12365921615.81672,1.02384069396819,0.99122,0.0010506338913807
1094.01,2530242102.560666,1.023595526229016,0.99909,0.0002447952063638
2063.01,26967991784.553577,1.022543311697818,0.99811,0.0014075098558324
4240.01,15146720420.172136,1.0224460273531095,0.99291,0.0012332329311867
2431.01,931186227.4157008,1.0223733741854135,0.99946,8.540586412277976e-05
1987.01,5596512125.307577,1.0222980316333925,0.99749,0.0001547979416278
4563.01,233702764263.782,1.0220491436915702,0.994464539591,inf
463.01,5986028613.435873,1.0216781339761911,0.99593,0.0003412948660975
2295.01,63232114874.00111,1.0216441810500247,0.998819485172,inf
1153.01,11559485715.88493,1.0216367050129609,0.99784,9.274818068749334e-05
3552.01,2926623355.8146462,1.0215450928894687,0.99698,0.000406262494965
5388.01,3665575811.8278646,1.021414581733787,0.99893,0.0005777884729668
3547.01,7235946642.764838,1.021271550512953,0.9835,0.0014087990626462
4871.01,4526161483.6713295,1.0210108567185507,0.99586,0.000659497018443
3839.01,6607697088.969891,1.0209378901014736,0.99764,0.0005183257787226
646.01,17588973489.8822,1.0209343732609522,0.995054232066,0.0001392247003954
4368.01,11101886980.681965,1.0207498680247824,0.9977,0.0002756581201504
586.01,31463022430.261364,1.0207359189994265,0.99348,9.709744449269234e-05
575.01,23189060904.857555,1.0204005944699803,0.996780440536,0.0004077002503261
4312.01,193269279000.22852,1.0202394751263402,0.998292307219,inf
4474.01,6350285267.614528,1.0201393306726405,0.992379250616,0.002344337498403
5364.01,4034570562.404371,1.019972154210857,0.99931,0.0002252949076243
3904.01,14717380736.32251,1.0198855562750149,0.99677,0.0004679359506597
392.01,2617294929.6221414,1.0197749615334977,0.99715,0.0002044042775373
4449.01,5859183936.5600605,1.0197745848225848,0.99023,0.0007697419066982
5521.01,22213917954.35089,1.019589982560153,0.99890579337,0.0002502232853237
1140.01,17460163721.002464,1.0195016061114546,0.994599380967,0.0001896981205654
258.01,6960482212.72413,1.0193941665794062,0.99732,0.0001846880202372
1647.01,11251974605.198236,1.0193130114817734,0.98916,0.0001494965430576
4178.01,4985465141.102278,1.0192489582178754,0.99575,0.0002524772959982
4864.01,9255797616.96144,1.0189876545089385,0.99434,0.001316521264939
1719.01,6011648244.05979,1.0189154601200057,0.99964,5.86561553867358e-05
5459.01,6278726473.894874,1.0187089171023689,0.99518,0.0008478453804549
1837.01,9753517215.750956,1.01863486476648,0.998930429008,0.0003180129889423
5623.01,6743109909.088974,1.0184163672862228,0.99679,0.0004934834561739
3874.01,9540243740.030527,1.0182966925040555,0.99261,0.0007122946016128
428.01,2189095332.815311,1.0182628181585114,0.99968,0.0001845418093651
1641.01,6044151332.565302,1.0181033451619554,0.99943,0.0001701235696911
3962.01,6988342831.567298,1.0181016071485025,0.994485853494,0.0004972721643377
838.01,13589852770.10961,1.0176406736427015,0.99917,0.0001747858376574
5591.01,15859198139.946318,1.017619622313801,0.99807,0.0006834382250282
4333.01,13999131976.879044,1.0174419425377463,0.99878,0.0003899557399186
2387.01,9452145342.743298,1.0174100579562029,0.991572322112,0.0008121758154387
1555.01,5006928624.977373,1.0169086419998608,0.9726636,0.000274774443274
1681.01,3911485078.0562816,1.0166928404495112,0.998888,0.0002679475699613
2381.01,8409299845.157128,1.0166873279226494,0.98560941137,0.0008777172177145
2179.01,18061451610.410625,1.0165743998966292,0.992181452442,0.0005902082274555
1559.01,8585096227.974041,1.0165200878111602,0.99885,0.0002667931337275
882.01,6017659175.233295,1.0161541336163988,0.99909,0.0001211748853982
288.01,257706345380.8113,1.0153195293927264,0.998467869636,inf
3598.01,7509888086.766053,1.0151049404375987,0.98687,0.0008734388802743
558.01,18142252829.003918,1.0148419682086518,0.995535564011,0.0004002865165996
5725.01,204038939336.0776,1.014581205120979,0.998328882871,inf
4508.01,4559062325.522531,1.0144251425001096,0.996342939645,0.0011935957077008
3786.01,4964054534.984313,1.0142294134637904,0.9968,0.0008750953234211
4305.01,100008537847.48624,1.0141743318033971,0.9996036329995,inf
1142.01,7907424366.886639,1.0140585682074017,0.99592,7.753434973848705e-05
298.01,3782337839.146583,1.0138654736010244,0.990449499006,0.0010064813238395
5376.01,6609462201.054558,1.013827501930879,0.9981,0.0001658093974619
1553.01,10918876900.098448,1.0137587764271097,0.99349,0.0002851896303644
1788.01,9052279865.20039,1.0136481356357283,0.99302,0.0005494587727343
386.01,11179262453.141932,1.0135155333457726,0.998983,0.0001017902509382
1363.01,13782407854.199465,1.013101722435236,0.99874,0.0001310893717465
129.01,2566645256.8864484,1.013021137851256,0.993821607579,0.0002138274862115
877.01,11779987690.16254,1.012975830077928,0.995222226453,0.0005862828588985
2280.01,21715504472.63296,1.01292335919259,0.9994400067511,0.0001988113493921
1327.01,9477512135.856665,1.0125279696849416,0.9986,8.501574581657973e-05
2588.01,7801330233.582573,1.0124842603500477,0.99688,0.0002094038995309
3413.01,10403069090.142132,1.0124228152269108,0.99459,0.0011542167998983
746.01,14416468419.89793,1.0122993564889906,0.99144,0.0003405124880941
1336.01,8584474038.425324,1.0121396621059966,0.99898,0.0002473158164144
5151.01,59770102233.7974,1.01205449534198,0.9726,0.0022209750935859
2899.01,7657675179.213438,1.011693951733023,0.99253,0.0005269166501939
631.01,6305171097.502277,1.0114980508602172,0.9993347497226,0.000112213717367
5677.01,7574036366.628989,1.011488766452305,0.997004129615,0.0003542584457283
311.01,2157367580.180613,1.0114613386641655,0.97683,0.0011885100771664
4305.02,161161644186.62848,1.0114145847150486,0.9996894885556,inf
3680.01,4491185792.71312,1.011249431764034,0.995893328631,0.0002887301993829
3594.01,12840352665.613169,1.0112287161744231,0.98727,0.0018869688582873
1506.01,19096349808.86286,1.011005656751134,0.99833,0.0002832853800578
4122.01,5480914388.769556,1.010995990007732,0.99869,0.0002839466399485
2062.01,8504377035.339363,1.0109109403859176,0.9969,0.0004568272774941
1675.01,7511350867.768161,1.0105941087980732,0.998808,0.0001552724803615
2857.01,1678825198.6083796,1.010548179070271,0.99837,0.0004497659378395
331.01,5352840703.860816,1.010511122535126,0.99555,0.0009119141466601
1475.01,16686376733.190847,1.0102764192405254,0.9992815130552,0.0003726661500694
4480.01,7311329566.282928,1.0100441747637154,0.998627712332,0.0002563468000853
3415.01,7042157110.922077,1.010004932254846,0.99591,0.0006253819993252
4070.01,6052817628.196814,1.009446425743567,0.99079,0.0015307984122918
1408.01,8775001362.939192,1.009327529114456,0.999016,8.480350969462476e-05
4838.01,2446585530.256428,1.009111346629191,0.997989516094,0.00029375943713
5321.01,15236430898.692163,1.0090053124885434,0.99355,0.0003524212501023
4565.01,185238378048.05008,1.008869974553371,0.998189718838,inf
851.01,2122417036.529815,1.00886661034249,0.99921,0.0003527787789804
1946.01,16569670474.105888,1.0088281064986484,0.99688,0.0001631679759044
1241.01,8444826263.744252,1.008803589190759,0.998984544996,0.000349426227401
5418.01,4071210178.59205,1.0087285248240945,0.9989,0.0002220939625398
4618.01,6167342159.613019,1.0087266854576633,0.97245,0.001398224296852
1953.01,2563471649.731888,1.008695063080791,0.99919,0.0001116277675945
5409.01,2162243838.037743,1.00866419412746,0.99772,0.0007938054437204
5458.01,23267810608.13949,1.0083144445745236,0.99703,0.0006847330771124
4235.01,4256593527.655224,1.008082140269823,0.99439,0.0008141141165522
1615.01,8701531072.346455,1.007937039483934,0.98414,0.0002127518384476
4467.01,11314634899.518784,1.007872278689819,0.99704926429,0.0007491754288216
2586.01,13384893505.116104,1.0077723562930163,0.99885,0.0003562884137199
584.01,4542053635.985268,1.0077516000858262,0.996288284742,0.0001131999817034
1967.01,1663720575.002229,1.0075199343331538,0.99943,0.0001403554857006
4987.01,8729573420.944054,1.007430851729224,0.99415,0.0002990473541066
5233.01,25876099298.57773,1.0070071132047824,0.99744,0.0002959179375701
3389.01,4397357586.2435,1.0064347912531135,0.99858,0.0002095905682736
2557.01,15314596337.920525,1.0063814526895238,0.995010093504,0.0002966866919927
4159.01,2703763090.0304585,1.0063439862174477,0.99834,0.0003160847561286
2434.01,4858796773.676844,1.0058296784869634,0.9996708247974,0.0001084275827141
4146.01,2399954638.7813725,1.0058060484635467,0.99411,0.0003074286149095
832.01,4471320439.707072,1.005252135838681,0.99757,0.0001587584198862
4603.01,11572079721.97287,1.005010398021497,0.99898,0.0001199948528278
363.01,11432425437.471928,1.0049847958788063,0.98381,0.0014168127412364
1569.01,4638620188.691315,1.0047036094717088,0.999318551,0.0002144502115228
3575.01,11911844692.90667,1.0045329888815169,0.99382,0.0009853045435534
3550.01,3878375661.896504,1.004073119770798,0.9989,0.0002525854314448
