input_value,output_value,vary_flags
0.568132,0.253529,True
0.045238,0.354605,True
-0.000004,-0.000000,True
1.274925,1.274925,False
0.243539,0.124346,True
3.125059,3.766758,True
0.569655,0.200020,True
1.000000,1.000000,False
1.332382,0.476936,True
2.772632,0.000087,True
1.000000,1.000000,False
2.231604,1.480519,True
2.148501,1.977208,True
0.000000,0.000000,False
0.000000,0.000000,False
0.000000,0.000000,False
0.000000,0.000000,False
