TIC ID,TOI,CTOI,Master priority,SG1A priority,SG1B priority,SG2 priority,SG3 priority,SG4 priority,SG5 priority,ACWG ESM,ACWG TSM,Time Series Observations,Spectroscopy Observations,Imaging Observations,TESS Disposition,TFOPWG Disposition,TESS mag,TESS mag error,Pipeline Signal ID,Source,Detection,RA (deg),Dec (deg),PM RA (mas/yr),PM RA error,PM Dec (mas/yr),PM Dec error,Transit Epoch (BJD),Transit Epoch error,Period (days),Period error,Duration (hours),Duration error,Depth (mmag),Depth (mmag) error,Depth (ppm),Depth (ppm) error,Planet Radius (R_Earth),Planet Radius error,Planet Insolation (Earth flux),Planet Eq Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance error,Stellar Teff (K),Stellar Teff error,Stellar log(g) (cm/s2),Stellar log(g) error,Stellar Radius (R_Sun),Stellar Radius error,Stellar Metallicity,Stellar Metallicity error,Stellar Mass (M_Sun),Stellar Mass error,Sectors,Comments,Date TOI Alerted (by TESS Project),Date TOI Updated (by TESS Project),Date Modified (by ExoFOP-TESS)
437242640,744.01,,5,5,5,5,5,5,5,135.8,372.4,0,1,3,KP,KP,9.7566,0.006,1,spoc-s01-s36-b0A-CPKP,UNKNOWN,165.399368,-23.860946,-43.9,0.069,-65.794,0.069,2459284.746,0.000304535,4.317684985,1.48E-06,2.101001462,0.014311905,12.512193,0.140958,11458.00684,129.8186,14.03915838,0.8395646,425.7131574,1158.507948,209.68974,132.096,0.8515,5700,,4.50578,,1.109009981,0.0643065,0.04,0.1,1.014,0.12983,"9,36",WASP-34 b,2019/5/15,2021/12/8,2022/8/19
131081852,758.01,,5,5,5,5,3,5,5,97.3,204.9,0,0,1,PC,APC,9.957501,0.006,1,spoc,UNKNOWN,189.76217,-31.992266,-19,2.5,-26.8,2.4,2458575.746,0.000375,13.273822,0.00053,6.745216,0.030108,23.63283,0.142494,21531.45667,131.23367,19.352315,19.352468,147.6840642,889.1052168,178.86626,154.532,,6072,193,4.29177,2.00457,1.26126,1.26126,,,,,10,Possible EB; could be a secondary in the data gap,2019/6/11,2019/6/11,2022/8/19
219698950,766.01,,5,5,5,5,5,5,5,65.1,207.3,0,0,1,KP,KP,11.5122,0.008,1,spoc,UNKNOWN,175.52524,-23.354845,-20.357,0.064,-0.924,0.046,2459304.66,0.0002653,3.446452913,1.57E-06,2.432819802,0.022074828,17.913229,0.123298,16363.33557,113.55564,12.48818089,0.6135082,489.9462456,1199.932615,162.6013,283.971,3.73,5870,,4.4,,0.913091004,0.0445528,0.1,0.12,1.18,0.158994,"10,36",HATS-1 b,2019/6/11,2021/12/2,2022/8/19
229047362,767.01,,5,5,5,5,5,5,5,87.6,259.7,0,0,1,KP,KP,11.2175,0.006,1,spoc,SPOC,195.359758,-27.522227,-29.268,0.061,-6.293,0.047,2458572.991,0.000252,3.764873,0.000069,2.759996,0.022034,24.438343,0.146737,22257.11845,135.14021,13.95182,0.090622,357.0122872,1108.639991,155.86082,211.416,1.4575,5703,,4.51085,,0.92,,0.06,0.03,1.025,0.123143,10,WASP-25 b,2019/6/11,2019/6/11,2022/8/19
248075138,769.01,,5,5,5,5,5,5,5,51,192.9,0,1,1,KP,KP,11.3728,0.006,1,spoc,UNKNOWN,192.981203,-42.073617,-49.781,0.061,4.865,0.064,2459312.103,0.000379896,4.981664636,0.000156941,2.844447543,0.03390832,19.908147,0.176886,18168.99805,162.9044,10.6855974,0.63858956,143.4357791,882.6410539,107.96148,177.291,1.3105,5315,,4.51737,,0.786807001,0.0461156,0.29,0.05,0.92,0.114537,"10,37",WASP-42 b,2019/6/11,2021/7/1,2022/8/19
294301883,774.01,,5,5,5,5,5,5,5,69.2,83.3,0,0,6,KP,KP,11.3473,0.006,1,spoc-s01-s39-b0A-KP,UNKNOWN,203.758195,-17.503496,12.072,0.077,-3.837,0.07,2459310.444,0.000474078,4.46563433,2.40E-06,3.51251799,0.028601402,18.984906,0.128115,17333.75572,117.99138,14.64677635,0.63955903,471.601595,1188.539353,155.33298,297.462,3.9085,6070,,4.4201,,1.090360045,0.0470527,0.09,0.04,1.134,0.153521,"10,37",WASP-55 b,2019/6/11,2022/3/30,2022/8/19
335630746,778.01,,3,4,4,3,4,4,4,132.2,169.1,9,14,9,PC,PC,8.69009,0.006,1,qlp-s46-tois,UNKNOWN,199.33385,-15.273705,-60.6,0.083,-26.012,0.065,2459574.943,0.0001636,4.6336155,0.0000016,3.557,0.041,8.348756,0.000082,7660,0.0756118,15.2453,0.624586,734.672,1450,370,161.743,1.1155,6780,202,4.08247,0.654941,1.68,0.07,,,1.428,0.243124,"10,37,46",,2019/6/11,2022/3/11,2022/8/19
398943781,780.01,,5,5,5,5,5,5,5,120.3,335.1,0,1,1,KP,KP,10.7875,0.006,1,spoc,UNKNOWN,190.618803,-30.639818,14.9,0.076,11.889,0.054,2459308.535,0.00023643,3.052440799,5.35E-05,2.622655546,0.017548358,23.777944,0.121929,21662.22521,112.294014,13.00980476,0.6206067,393.000003,1135.5804,214.52219,163.371,1.0595,5545,,4.52787,,0.880069017,0.0416458,0.06,0.02,0.976,0.123773,"10,37",WASP-41 b,2019/6/11,2021/7/1,2022/8/19
413376180,781.01,,5,5,5,5,5,5,5,97.2,181.8,0,0,1,KP,KP,12.7492,0.006,1,qlp,UNKNOWN,176.738826,-22.56301,-46.424,0.047,-1.172,0.024,2459303.359,0.0003375,1.3541351,0.000001,1.894,0.025,22.333726,0.001349,20360,1.24215,14.0693,0.899122,667.122,1415,102,341.925,3.636,5227,,4.47443,,0.93,0.06,,,0.825,0.0938295,"10,36",HATS-2 b,2019/6/11,2021/11/9,2022/8/19
100757807,811.01,,3,4,4,3,3,4,4,19.8,104.4,5,20,1,PC,PC,10.9339,0.006,1,qlp,UNKNOWN,88.030314,-32.925074,14.968,0.036,25.624,0.045,2459193.532,0.0005494,25.1760133,0.0000271,4.418,0.099,13.734206,0.000816,12570,0.751679,14.2012,0.716072,24.1525,617,115,284.002,1.711,6025.9,128.6,4.3,0.08,1.24,0.06,0.17,0.12,1.12,0.147126,"5,6,32,33",could be on companion 100757804; confirmed BD (Carmichael+21),2019/6/21,2021/2/19,2022/8/19
46096489,818.01,,5,5,5,5,5,5,5,105.7,274,0,0,1,KP,KP,10.6481,0.006,1,spoc,UNKNOWN,214.683011,-20.275437,-0.04,0.082,17.257,0.061,2458598.073,0.00045,3.118536,0.000084,2.043274,0.024721,13.374414,0.152551,12242.73132,140.4948,11.857124,0.105384,481.9169727,1194.985966,103.52802,194.134,1.9255,5700,,4.49158,,0.95,,0.127692,0.0196116,1.02,0.124764,11,WASP-16b,2019/6/17,2019/6/17,2022/8/17
111991770,820.01,,5,5,5,5,5,5,5,81.6,95.3,0,0,1,KP,KP,10.4445,0.006,1,spoc,UNKNOWN,208.928011,-32.159712,8.77,0.065,-22.391,0.067,2458599.445,0.0006,3.752062,0.000147,3.680056,0.038559,10.364272,0.090897,9500.430305,83.71538,14.937131,0.135883,1237.736629,1512.783609,107.7432,282.091,3.3325,6300,,4.16979,,1.48,,-0.1,0.1,1.176,0.152175,11,WASP-15b,2019/6/17,2019/6/17,2022/8/19
127530399,822.01,,5,5,5,5,5,5,5,48.8,199.5,5,1,1,KP,KP,11.1116,0.006,1,qlp-s38-tois,UNKNOWN,217.6092,-46.159516,12.561,0.074,-73.208,0.066,2459359.008,0.000321,7.133518,0.0000057,3.006,0.05,19.953489,0.00151,18210,1.39118,10.9689,0.795767,50.841,743,155,122.91,0.565,4775,,4.60305,,0.79,0.06,,,0.76,0.0892047,"11,38",WASP-132b,2019/6/17,2022/3/30,2022/8/17
271168962,828.01,,5,5,5,5,5,5,5,107.1,130.5,0,1,1,KP,KP,9.47199,0.006,1,spoc,SPOC,210.193571,-30.583608,10.294,0.129,-9.852,0.126,2458601.58,0.000516,5.322154,0.0002,3.887594,0.03913,7.144185,0.066195,6558.436228,60.966423,13.376846,0.102917,748.2128804,1333.908514,114.223114,200.075,2.625,6030,,4.09435,,1.53,,-0.25,0.09,1.01,0.127613,11,WASP-131b,2019/6/17,2019/6/17,2022/8/19
404340025,834.01,,5,5,5,5,5,5,5,121.7,137.6,0,1,1,KP,KP,10.7036,0.006,1,spoc,UNKNOWN,195.828164,-49.639773,25.809,0.13,-22.57,0.083,2459335.491,0.000289556,2.675494843,5.31E-05,3.226591205,0.022199303,15.566238,0.094009,14234.74882,86.58168,16.24224608,0.86061335,1360.2029,1548.890349,170.26013,258.777,3.2545,6783,202,4.24271,0.49365,1.344149947,0.0706784,0.147754,0.0921297,1.1,0.137196,"11,37,38",WASP-108b; only appears in a submitted (never accepted) 2014 paper: arXiv:1410.3449,2019/6/27,2021/8/19,2022/8/19
238932509,841.01,TIC 238932509.01,3,4,4,3,3,4,4,41.5,116.5,6,0,1,PC,PC,12.5528,0.006,1,qlp-s38-tois,SPOC,94.942993,-53.226707,15.099,0.029,15.172,0.029,2459353.973,0.0003187,3.4934316,0.0000017,1.453,0.138,15.561007,0.005147,14230,4.74018,11.4663,0.770529,116.196,914,133,306.068,1.3085,5153,182,4.46892,2.00362,0.9,0.06,,,0.84,0.101332,"1,2,5,6,7,8,11,12,28,31,32,33,34,35,38",,2019/6/17,2022/3/21,2022/8/19
141768070,842.01,TIC 141768070.01,3,4,4,3,3,4,4,41.1,106.9,2,0,3,PC,PC,12.6264,0.006,1,qlp,UNKNOWN,91.937566,-73.391862,9.745,0.027,-29.959,0.032,2459386.027,0.0002799,2.7863839,0.0000014,1.585,0.143,12.942813,0.001706,11850,1.57171,11.6893,0.673576,215.699,1067,166,368.8,1.8855,5376,185,4.42496,2.00401,1,0.06,,,0.9,0.113727,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38",TFOP work in progress,2019/6/17,2021/11/10,2022/8/17
32283946,845.01,,5,5,5,5,5,5,5,91.9,183.7,0,0,1,PC,FP,11.7582,0.006,1,qlp,QLP,24.172722,-31.670795,16.042,0.032,2.217,0.035,2458389.002,0.0012,7.06181,0.00108,5.853,0.127,24.980803,0.000899,22745.5,0.827632,24.7848,0.272669,721.751,1443,127,475.359,7.87,5818.3,26.9,4.4,2,1.49,0.01,,,1.06,0.131324,3,warm Jupiter; might be too big; period might be double,2019/7/10,2019/7/10,2022/8/19
404467699,857.01,,3,5,5,3,5,4,5,79.5,87.7,0,1,4,PC,KP,10.2676,0.007,1,qlp,UNKNOWN,25.871364,-14.149185,24.873,0.084,-9.773,0.06,2459137.831,0.0003385,3.9080236,0.0000027,3.292,0.265,8.830274,0.001936,8100,1.78321,15.1385,0.73671,744.132,1455,126,286.484,3.6485,6143,131.4,4.08,0.08,1.63,0.08,,,1.16,0.162343,"3,30",likely hot Jupiter,2019/7/10,2020/12/21,2022/8/19
198008005,858.01,,3,4,4,3,3,4,4,84.4,213.3,4,1,3,PC,PC,10.6444,0.006,1,spoc,SPOC,60.199826,-54.592918,10.997,0.047,-10.99,0.044,2459088.312,0.000361378,3.279728177,2.55E-05,3.518700858,0.028268568,12.062168,0.09684,11048.18261,89.188705,13.81175813,0.6877438,913.776443,1402.263853,102.837204,250.489,1.509,5857,135.1,4.24,0.08,1.297469974,0.0636332,,,1.06,0.128916,"3,4,29,30,31",may also be on 198008002,2019/7/10,2021/9/29,2022/8/19
309254930,862.01,,3,4,4,3,3,4,4,130.2,156.5,4,0,1,PC,PC,8.9904,0.007,1,spoc-s01-s39-b0A-PC,SPOC,124.300024,-65.65708,-13.6,1.7,20.1,1.7,2459333.986,0.00054062,3.310213577,4.40E-06,2.694838323,0.015957378,5.528018,0.043065,5078.552757,39.663754,,,528.7065275,1222.991441,122.646454,,,,,,,,,,,,,"1,5,8,9,10,11,28,31,32,35,36,37,38",visual binary; stellar companion identified by Ziegler with a separation of 0.9341''; no stellar radius; Rp/Rs ~ 0.06; possible giant host,2019/7/12,2022/3/22,2022/3/25
177162886,899.01,,3,4,4,3,3,4,4,18.2,78.6,5,0,1,PC,PC,11.5865,0.006,1,qlp,UNKNOWN,104.492446,-71.523106,-6.952,0.043,0.834,0.045,2459379.871,0.0003559,12.8461782,0.0000069,2.883,0.15,9.662491,0.000556,8860,0.511763,11.6129,0.665899,42.801,712,140,304.798,2.1015,5591,125,4.30695,0.2,1.19,0.07,0.222103,0.1,0.99,0.120724,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,29,30,31,32,33,34,35,36,37",,2019/7/15,2021/11/9,2022/8/19
261867566,905.01,,3,5,5,3,4,4,4,119.9,310.9,5,1,3,CP,CP,10.5721,0.006,1,spoc-s01-s39-b0A-CP,UNKNOWN,227.658675,-71.361632,-25.839,0.033,-41.15,0.051,2459365.045,0.000349551,3.739568775,1.28E-06,2.022471781,0.01474291,16.974742,0.12002,15512.73404,110.53672,14.00819283,0.7335234,353.3145834,1105.758128,169.74754,158.649,0.7215,5565,187,4.46277,0.287097,1.000180006,0.0521105,,,0.93,0.120097,"12,38,39",TOI-905 b,2019/7/15,2022/3/30,2022/8/19
382068562,924.01,,3,4,4,3,3,4,4,47.1,87.5,2,0,1,PC,PC,11.3593,0.006,1,qlp-s39-tois,UNKNOWN,79.656888,-55.888562,-5,0.032,54.438,0.038,2459373.318,0.0001271,12.1273927,0.0000028,1.859,0.032,20.606151,0.016907,18800,15.5718,15.6802,0.868684,32.4718,665,358,251.24,1.077,5682,128.9,4.45,0.08,0.99,0.05,,,1.01,0.127576,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38",v-shaped transit and large Rp for given period; Gaia DR2 error 5.51 km/s; likely EB,2019/7/23,2022/3/21,2022/8/19
220475245,934.01,,3,4,4,3,3,4,4,45.8,124.4,6,0,1,PC,PC,12.708,0.006,1,qlp,UNKNOWN,75.350678,-56.141416,0.279,0.022,-17.249,0.029,2459385.212,0.000209,3.781737,0.0000013,2.192,0.076,20.783212,0.001302,18960,1.19901,12.4301,0.822536,116.842,915,247,301.872,1.0735,4833,178,4.51712,2.00347,0.87,0.06,,,0.79,0.0954544,"2,3,4,5,6,7,9,10,12,13,27,29,30,31,32,33,36,37",TFOP work in progress.,2019/7/15,2021/11/10,2022/8/19
425163745,937.01,,5,5,5,5,5,5,5,563.2,594.4,2,0,1,EB,FP,10.855,0.006,1,qlp-s05-b01,QLP,58.896845,-2.505949,15.116,0.077,-7.142,0.062,2458438.557,0.00035,0.27664,0.00001,0.72,0.012,17.147424,0.814454,15669.3,749.859,24.4651,5.82969,15418.8,3104,121,321.78,5.8815,5341.6,269.9,4.09,0.47,1.78,0.17,-0.061,0.026,1.033,0.131281,5,V shaped; likely EB; retired as NEB,2019/7/24,2021/12/7,2022/8/19
219205407,946.01,,5,5,5,5,5,5,5,210.9,381.3,0,0,1,EB,FP,10.8732,0.006,1,qlp,UNKNOWN,92.833906,-51.466622,-12.661,0.095,12.065,0.118,2459356.388,0.0000744,6.1253092,0.000001,1.992,0.025,43.643544,0.008976,39400,8.26705,22.9909,1.48982,60.67,777,276,164.458,1.516,5008.3,61.9,,,1.05,0.07,,,0.83,0.0986101,"1,5,6,7,8,11,28,32,33,34",TFOP FP; retired as SB2,2019/4/1,2021/10/5,2022/8/19
449050247,951.01,,5,5,5,5,5,5,5,216,297.6,0,0,1,EB,FP,10.0938,0.006,1,qlp-s05-b01,QLP,67.551337,5.298825,42.469,0.108,-8.611,0.073,2458441.299,0.00036,2.96845,0.00008,3.707,0.043,18.68778,0.000522,17064.8,0.480494,20.1857,0.279842,969.61,1554,212,206.344,2.9425,5761.5,36.8,4.35,0.47,1.4,0.02,,,1.231,0.200225,"5,12","NEB from WASP-South	",2019/7/24,2021/12/7,2022/8/19
449050248,953.01,,5,5,5,5,5,5,5,210.4,263.7,0,0,1,EB,FP,9.87405,0.006,1,qlp-s05-b01,QLP,67.552495,5.298431,42.704,0.063,-9.038,0.035,2458441.299,0.00033,2.96844,0.00008,3.663,0.05,14.23792,0.000508,13028,0.468074,19.3343,0.5836,981.423,1559,209,204.316,1.692,5772,84.7,4.1,0.06,1.54,0.05,-0.16,0.04,1.19,0.173954,"5,12","SB1 from WASP-South SB1 RV variation=30 km/s	",2019/7/24,2021/12/7,2022/8/19
279999655,959.01,,5,5,5,5,5,5,5,446,1734.2,2,2,3,PC,FP,10.649,0.008,1,qlp,QLP,114.012456,4.715116,-1.142,0.133,1.312,0.084,2458492.695,0.00037,1.54104,0.00004,1.686,0.046,33.792639,1.180924,30644.8,1087.08,,,11491.8,2884,145,639.564,22.816,8264,300.9,4.09,1.38,,,-0.126478,0.0738681,1.72,0.272772,7,,2019/7/24,2019/7/24,2022/8/19
179155220,964.01,,5,5,5,5,5,5,5,287.8,596.4,1,0,3,PC,FP,10.6659,0.006,1,qlp,QLP,109.106905,-8.329732,-1.464,0.068,-86.426,0.058,2458491.889,0.00059,0.60274,0.00002,1.834,0.017,18.35513,0.510375,16763.6,469.962,11.8344,2.05443,18432.4,3246,129,127.566,0.675,5146.2,120.2,4.61,0.28,0.83,0.04,,,0.895,0.109987,7,short period and V-shaped,2019/7/24,2019/7/24,2022/8/19
178367144,966.01,,5,5,5,5,5,5,5,114.2,145.3,0,1,1,PC,KP,10.5572,0.006,1,spoc,UNKNOWN,123.392246,-1.982787,-14.052,0.091,-3.169,0.055,2459229.299,0.00029059,3.40924392,7.09E-05,3.20404724,0.022467284,17.913615,0.13741,16363.6851,126.55157,15.95710835,0.7293421,918.356413,1404.017643,123.55711,253.985,3.36,6316,120.3,4.37,0.08,1.21069,0.0548342,,,1.244,0.18593,"7,34",could be on TIC 178367145,2019/7/24,2021/3/11,2022/8/19
33091633,984.01,,5,5,5,5,5,5,5,417,1776.5,1,1,5,PC,FP,10.2763,0.006,1,qlp,QLP,104.87593,-4.812169,-4,2,0.2,2.1,2458495.713,0.00121,7.52118,0.00097,6.133,0.189,56.403578,2.567259,50623.3,2361.74,12.9114,3.55629,1910.28,1841,103,442.789,,6184.6,545.8,4.11,1.5,0.52,0.09,,,,,7,planet radius mass and Teff are inconsistent.,2019/7/24,2019/7/24,2022/8/19
320536216,986.01,,5,5,5,5,4,5,5,78.4,251.8,6,1,4,PC,APC,10.1796,0.007,1,qlp-s46-tois,UNKNOWN,120.105441,10.343871,-4,0.094,-1.715,0.057,2459578.525,0.0002565,0.5476693,3.00E-07,1.11,0.071,3.316556,0.035763,3050,32.9386,10.8302,1.11531,51363.3,4194,164,407.542,9.495,8274.5,181.1,4.17,0.65,1.65,0.06,,,1.94,0.315035,"7,34,44,45,46",TFOP APC; 5 sigma odd-even in SPOC s44 report; very likely EB,2019/7/24,2022/3/10,2022/8/19
52548453,987.01,,5,5,5,5,5,5,5,55.5,64.7,0,1,1,PC,FP,10.1887,0.007,1,qlp,QLP,100.9257,-30.491967,-1.513,0.036,9.463,0.045,2458495.942,0.00101,5.21517,0.00061,5.655,0.133,4.999201,0.000393,4593.85,0.361761,16.9109,1.04564,1037.07,1580,105,375.582,3.46,6080,187.5,3.78,0.7,2.27,0.14,,,1.23,0.191315,7,,2019/7/24,2019/7/24,2022/8/19
341729521,997.01,,5,5,5,5,5,5,5,231.2,496.8,4,4,1,EB,FP,9.7727,0.006,1,spoc,UNKNOWN,121.319521,-59.579798,-44.77,0.044,-2.616,0.036,2459230.149,0.000339545,8.413485569,0.000264497,3.556833404,0.031893447,19.146065,0.117015,17479.60533,107.768585,20.51069589,5.1767187,127.9164213,857.7314308,177.73282,113.667,0.2655,5786,132.9,4.52,0.08,0.926261,0.045789,,,1.04,0.122464,"4,7,8,9,10,34",TFOP FP; retired as EB,2019/7/24,2021/3/18,2022/8/19
427508467,1012.01,,3,4,3,4,4,4,4,406.6,853.9,1,2,10,PC,PC,8.12718,0.006,1,qlp,UNKNOWN,117.095285,6.785064,-2.99,0.202,-0.029,0.106,2459252.51,0.0003695,0.884182,7.00E-07,1.621,0.035,2.053983,0.338114,1890,311.366,24.8132,5.41599,112144,5098,102,295.959,11.315,8928,128.7,3.92,0.08,2.72,0.13,,,2.251,0.33898,"7,34",V-shaped; slight centroid offset,2019/7/24,2021/6/11,2022/8/19
341420329,1019.01,,3,4,4,3,3,4,4,131.7,297.7,3,3,1,PC,PC,10.6348,0.006,1,spoc,UNKNOWN,120.147994,-54.878552,-11.732,0.047,2.586,0.061,2459232.447,0.000216011,5.234096378,2.66E-05,3.690904709,0.016388487,22.535781,0.077113,20542.29367,71.021614,24.08788202,0.74451643,1453.668007,1574.838624,269.15555,399.544,4.1635,7645,134.4,4.3,0.08,1.562029958,0.0481257,,,1.79,0.289153,"7,8,9,34,35,36",Large for its insolation,2019/7/24,2021/9/29,2022/8/19
297967252,1025.01,,3,4,3,3,3,4,4,,,0,0,3,PC,PC,5.5324,0.006,1,spoc,UNKNOWN,142.521159,-51.517114,-19.153,0.168,11.046,0.178,2458545.15,9.98E-05,9.683792038,2.41E-06,2.397577988,0.010680415,4.619077,0.022329,4245.290616,20.565273,,,3176.310735,1914.698933,228.88504,129.838,1.713,8598.7,1245.7,,,,,,,,,"9,10,35,36",probably an EB; host is B8III star,2019/7/24,2021/7/15,2022/8/25
374908020,1029.01,,5,5,5,5,5,5,5,30.4,273.8,0,1,1,EB,FP,6.841,0,1,qlp-s09-b03,QLP,88.73909,-65.958839,,,,,2458365.893,0.00096,36.22214,0.00046,5.107,0.188,7.812771,0.247764,7170,228.173,,,,,285,,,,,,,,,,,,,"2,9",GAIA DR2: Teff = 6109 K; R = 1.091 R_solar; the planet is probably jupiter size; retired as NEB,2019/6/11,2021/12/7,2022/8/19
385624852,1041.01,,5,5,5,5,5,5,5,411,1767.7,5,0,3,EB,FP,8.0981,0.006,1,qlp,UNKNOWN,138.402252,-55.19791,-14.189,0.065,14.261,0.058,2459261.801,0.000400063,8.30792,0.00037,3.228,0.089,9.103959,0.17399,8350,160.238,43.1068,4.42399,2276.25,1924,137,305.034,2.981,9081,173.2,3.83,0.07,3.05,0.09,,,2.3,0.333768,"9,10,35,36",TFOP FP; retired as EB,2019/7/24,2021/4/28,2022/8/19
54044474,1045.01,,5,5,5,5,5,5,5,107,150.8,0,0,0,EB,FP,9.6306,0.006,1,qlp-s36-ffi,QLP,159.887704,-32.51188,-34.609,0.053,14.667,0.057,2459301.544,0.0006108,3.7039994,0.0000037,4.277,0.599,8.272171,0.001326,7590,1.22092,17.57,0.746573,3546.13,2149,146,300.696,3.3695,7013.8,299.6,4.21,0.44,1.9,0.08,,,1.58,0.271589,"9,36",TFOP FP; retired as BEB,2019/7/24,2021/12/7,2022/8/19
66818296,1050.01,,5,5,5,5,5,5,5,112.8,180.6,0,1,1,KP,KP,11.0261,0.006,1,spoc,UNKNOWN,239.962248,-28.061794,-8.1,0.102,-9.639,0.055,2459336.868,0.000394217,3.735569718,0.000109562,4.326312447,0.028810909,18.383244,0.111661,16789.05956,102.83806,21.08092539,1.1887712,1498.759661,1586.91165,169.347,405.908,8.6,6650,,4.1639,,1.573230028,0.0883543,-0.07,0.1,1.354,0.214082,"12,38",WASP-17 b,2019/7/15,2021/8/17,2022/8/19
380783252,1059.01,,3,4,4,3,3,4,4,146.9,263.1,3,0,1,PC,PC,9.7825,0.006,1,qlp,UNKNOWN,269.714503,-60.922727,4.297,0.037,-207.409,0.034,2459378.714,0.0001575,9.4496506,0.0000028,2.021,0.027,21.657873,0.018204,19750,16.7663,17.0216,1.10249,38.5799,694,114,98.8783,0.4197,5509,186,4.39758,2.00408,0.94,0.06,,,0.88,0.106747,"13,39",Rp may be too large for period,2019/8/16,2021/8/19,2022/8/19
31858843,1069.01,,5,5,5,5,5,5,5,114.9,266.6,0,0,1,KP,KP,10.4293,0.006,1,spoc-s01-s36-b0A-CPKP,UNKNOWN,289.479212,-32.860124,-16.778,0.108,-31.803,0.089,2458655.58,0.000152342,2.977636947,2.01E-06,3.124044262,0.017571395,13.374018,0.069405,12242.37061,63.92253,14.03690873,0.7440518,865.49299,1383.361352,163.32803,197.996,3.038,5703,188,4.25824,0.298282,1.220260024,0.0644121,,,1.025,0.126686,"13,27",WASP-123 b,2019/8/16,2021/12/8,2022/8/19
31858844,1070.01,,5,5,5,5,5,5,5,194.8,319.5,0,0,0,EB,FP,15.7114,0.023,1,spoc,SPOC,289.478541,-32.861327,,,,,2458655.579,0.000532486,2.977615173,9.78E-05,3.25697,0.030226,47.967636,0.452551,43218.11168,416.72778,26.88423,0.196978,873.27,1386.5,108.84278,,,5740,,4.29219,,1.28,,,,,,"13,27",triggered by nearby event on 31858843 (WASP-123b),2019/8/16,2021/3/18,2022/8/17
360742636,1076.01,,5,5,5,5,5,5,5,83.9,217.8,0,0,1,KP,KP,11.2474,0.006,1,spoc-s01-s36-b0A-CPKP,UNKNOWN,294.633694,-55.330269,5.382,0.051,-38.112,0.047,2458654.163,0.000139209,2.549565889,1.64E-06,2.593288713,0.01964192,16.401405,0.096977,14992.72479,89.31557,12.88794332,0.65006113,757.1265011,1337.863673,170.58673,248.46,2.1455,5659,,4.44653,,1.03997004,0.0519397,,,1.01,0.124398,"13,27",HATS-33 b,2019/8/16,2021/12/9,2022/8/19
381979901,1085.01,,5,5,5,5,3,5,5,58.4,65.8,0,0,1,EB,APC,11.6577,0.006,1,qlp,QLP,77.605399,-59.535664,1.584,1.171,17.711,1.171,2459185.342,0.0001856,3.254119,0.0000011,4.383,0.113,14.658227,0.000728,13410,0.670269,14.8796,,1520.71,,437,444.066,,6102,193,4.28649,2.00486,1.28,,,,,,"2,3,4,5,6,7,8,9,10,12,13,27,28,29,30,31",Possible secondary; TFOP APC/SB2,2019/8/16,2021/1/28,2022/8/19
387079085,1092.01,,5,5,5,5,5,5,5,764.7,1413.3,2,0,3,PC,FP,9.0039,0.006,1,qlp,QLP,217.022882,-64.634285,-49.039,0.037,-21.072,0.055,2458601.381,0.00061,1.1923,0.00003,3.119,0.024,4.057368,0.323352,3730,297.774,30.666,4.10377,40771.2,3958,132,209.919,1.7045,6534,136.4,3.95,0.09,2.04,0.09,,,1.35,0.230491,"11,12",v-shaped; possible EB,2019/8/6,2020/5/20,2022/8/19
451599528,1104.01,,3,4,3,3,1,4,4,0.4,42.2,0,1,0,PC,PC,7.5622,0.006,1,spoc,QLP,279.721286,-85.709137,147.495,0.214,-42.057,0.258,2459367.034,0.003108455,341.2811281,0.004587062,6.303026049,0.27288976,1.056479,0.058723,972.5797241,54.08448,4.753189177,0.32911924,121.1597998,846.173434,116.25811,70.0154,0.6784,6058.6,110.5,4.2,0.08,1.392030001,0.060098,,,1.13,0.152876,"27,39",v-shaped; size consistent with super-Jupiter; previous single; many possible period aliases; period likely shorter than 341.3 days,2019/8/15,2020/5/20,2021/11/2
394561119,1107.01,,3,4,4,3,3,4,4,65.1,165,5,1,1,PC,PC,10.0068,0.006,1,spoc-s01-s39-b0A-PC,QLP,155.607863,-82.218869,9.065,0.045,2.896,0.041,2459364.621,0.000480187,4.078220971,4.95E-05,4.839580487,0.029765688,6.537539,0.044516,6003.204336,40.999817,13.84835564,0.62649566,1619.017751,1617.829135,141.05672,281.314,2.017,6501,138.9,4.08,0.09,1.748360038,0.0780452,,,1.33,0.213002,"11,12,13,38,39",,2019/8/15,2022/3/21,2022/8/19
469782185,1123.01,,5,5,5,5,3,5,5,248,188.3,3,0,1,PC,APC,10.2398,0.006,1,qlp,QLP,292.391505,-37.304009,-20.519,0.15,1.569,0.138,2458658.041,0.00026,1.20928,0.00002,1.886,0.025,12.979951,0.896991,11883.8,825.818,15.1764,4.0994,,,210,161.932,2.2055,5159.8,156.3,4.23,0.08,1.27,0.07,,,0.96,0.122093,13,Large candidate,2019/8/22,2019/8/22,2022/8/19
