TIC ID,TOI,CTOI,Master priority,SG1A priority,SG1B priority,SG2 priority,SG3 priority,SG4 priority,SG5 priority,ACWG ESM,ACWG TSM,Time Series Observations,Spectroscopy Observations,Imaging Observations,TESS Disposition,TFOPWG Disposition,TESS mag,TESS mag error,Pipeline Signal ID,Source,Detection,RA (deg),Dec (deg),PM RA (mas/yr),PM RA error,PM Dec (mas/yr),PM Dec error,Transit Epoch (BJD),Transit Epoch error,Period (days),Period error,Duration (hours),Duration error,Depth (mmag),Depth (mmag) error,Depth (ppm),Depth (ppm) error,Planet Radius (R_Earth),Planet Radius error,Planet Insolation (Earth flux),Planet Eq Temp (K),Planet SNR,Stellar Distance (pc),Stellar Distance error,Stellar Teff (K),Stellar Teff error,Stellar log(g) (cm/s2),Stellar log(g) error,Stellar Radius (R_Sun),Stellar Radius error,Stellar Metallicity,Stellar Metallicity error,Stellar Mass (M_Sun),Stellar Mass error,Sectors,Comments,Date TOI Alerted (by TESS Project),Date TOI Updated (by TESS Project),Date Modified (by ExoFOP-TESS)
201248411,129.01,,3,5,5,3,4,4,4,108.7,330.7,12,1,1,CP,CP,9.9005,0.006,1,spoc,UNKNOWN,0.185606,-54.830823,-202.815,0.031,-71.518,0.029,2458326.103,4.99E-05,0.980980684,1.17E-06,0.540503552,0.026238935,6.728913,0.065402,6178.392421,60.235405,5.916292333,0.7808294,719.5629045,1320.951709,167.35898,61.7856,0.0805,4486,175,4.49914,0.338797,0.764401019,0.0628191,,,0.7,0.0867846,"1,2,28,29",TOI 129.01 / HIP 65 A b,2018/10/22,2021/12/2,2022/8/19
267263253,135.01,,5,5,5,5,4,5,5,144.8,202.1,2,1,3,PC,CP,9.2205,0.006,1,qlp,UNKNOWN,7.328916,-76.304032,-2.97,0.037,6.961,0.031,2459039.738,0.000268541,4.12691,,4.429,0.017,11.998293,0.000044,10990,0.0408554,16.98,0.693566,1451.24,1719,294,196.852,0.774,6888,204,4.23416,0.355654,1.59,0.06,,,1.46,0.249445,"1,27,28",HD 2685b,2018/9/5,2020/10/26,2022/8/19
25375553,143.01,,5,5,5,5,5,5,5,127.3,148,2,3,8,KP,KP,9.77486,0.006,1,spoc,UNKNOWN,328.767739,-22.6126,12.885,0.101,-4.311,0.105,2458325.582,0.000151972,2.310968898,1.01E-06,3.43038207,0.018429179,7.440388,0.037297,6829.42365,34.351486,17.30428,0.83617586,4324.035454,2068.197749,189.12912,298.109,6.691,6371,197,3.94807,0.439603,1.954110026,0.0941057,,,1.336,0.218944,"1,28",WASP-111 b,2018/9/5,2021/12/2,2022/8/19
220435095,147.01,,5,5,5,5,5,5,5,507,2062.9,6,0,1,EB,FP,11.8999,0.006,1,qlp-s27-ffi,QLP,73.641474,-57.513453,5.001,0.053,22.236,0.054,2459062.59,0.001244638,3.42317,0.00001,2.441,0.115,8.93974,0.214013,8200,197.094,68.4147,5.7918,1298.52,1672,124,820.079,16.5695,5620.9,134.5,3.6,0.08,2.61,0.16,-0.773322,0.1,1,0.124679,"1,2,3,4,5,6,7,8,9,10,11,12,13,27",transit is V-shaped; the minimum planet radius is large (26 Re); the light curve shows a slightly eccentric secondary eclipse; TFOP FP,2018/9/5,2022/7/11,2022/8/19
271893367,150.01,,3,5,5,3,4,4,4,40.6,104.4,4,2,3,CP,CP,10.9031,0.006,1,spoc-s01-s39-b0A-CP,UNKNOWN,112.965421,-73.606036,-15.215,0.029,27.144,0.033,2459363.045,0.001113934,5.857407538,3.09E-06,5.854802929,0.02472023,7.069098,0.029277,6489.730235,26.96511,13.88927615,0.61632216,750.9220273,1335.11434,157.52177,336.267,1.916,5982.9,108.8,4.03,0.08,1.679870009,0.0741256,0.211186,0.046085,1.1,0.141051,"9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,39",TOI 150 b,2018/9/5,2022/3/30,2022/8/17
140691463,157.01,,3,5,5,3,4,4,4,66.1,148.4,8,1,1,CP,CP,12.0166,0.006,1,qlp,UNKNOWN,73.70144,-76.680606,11.712,0.035,-18.922,0.05,2459385.494,0.0001529,2.0845398,5.00E-07,1.714,0.026,14.119119,0.001506,12920,1.3868,13.0435,0.69784,400.351,1246,402,355.683,2.826,5638,133.9,4.35,0.08,1.11,0.06,,,1,0.132466,"1,2,3,4,5,6,7,8,9,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38",TOI-157b (Nielsen+2020),2018/9/5,2021/11/9,2022/8/19
394657039,159.01,,3,5,5,3,3,4,4,90.2,121.3,6,3,2,PC,PC,10.5132,0.006,1,spoc-s01-s39-b0A-PC,UNKNOWN,51.782268,-78.549831,11.616,0.057,1.959,0.043,2459363.418,0.000356248,3.76284143,1.28E-06,4.048146576,0.015542372,12.277299,0.059748,11244.11755,55.028084,17.33058674,0.7854587,1797.827207,1660.759467,195.15567,347.593,2.519,6979.2,136.5,4.22,0.09,1.587460041,0.0717136,0.17,0.12,1.53,0.269377,"1,2,12,13,28,32,39",low amplitude pulsations ~ 1 day potentially phased with planet period,2018/9/5,2022/3/21,2022/8/19
179317684,163.01,,3,5,5,3,4,4,4,48.7,54.8,4,0,3,CP,CP,10.8719,0.006,1,spoc-s01-s39-b0A-CP,UNKNOWN,79.768253,-71.895527,7.14,0.067,16.374,0.078,2459365.507,0.000664461,4.231115302,1.17E-06,4.327883524,0.015291518,7.889641,0.028033,7240.290243,25.818834,14.53562272,0.6842795,1489.113545,1584.352097,210.4154,411.719,8.01,6671,130.6,4.14,0.09,1.664019942,0.0781055,,,1.41,0.244606,"9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39",TOI-163 b,2018/9/5,2021/12/9,2022/8/19
350743714,165.01,,5,5,5,5,3,5,5,61.3,208,1,3,2,KP,APC,9.6686,0.007,1,qlp,UNKNOWN,88.886226,-57.290745,2.812,0.056,-39.619,0.049,2459381.274,0.0001455,7.7576425,0.0000019,3.133,0.021,8.053385,0.00008,7390,0.0741191,12.4562,0.956436,182.354,1023,413,210.311,1.1585,6038,54,3.96,0.11,1.41,0.11,,,,,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39",known brown dwarf/low-mass star discovered by WASP (EBLM J0555-57),2018/11/30,2021/8/24,2022/8/17
394698182,170.01,,3,5,5,3,3,4,4,46.4,121.1,8,5,1,PC,PC,11.9692,0.006,1,qlp-s39-tois,UNKNOWN,54.989595,-83.088518,29.232,0.057,14.991,0.061,2459387.009,0.0003683,3.7115129,0.0000022,2.685,0.064,13.415381,0.001041,12280,0.958993,13.941,0.66669,399.006,1245,156,428.915,5.21,5973,131.5,4.31,0.08,1.22,0.06,,,1.1,0.144306,"12,13,27,28,39",,2018/9/5,2022/3/22,2022/8/19
270341214,173.01,,3,4,4,3,3,4,4,26.4,160.9,22,22,3,PC,PC,8.8784,0.006,1,qlp,UNKNOWN,33.458853,-80.582711,22.849,0.057,19.459,0.05,2459345.034,0.0005342,29.7536112,0.0000262,8.017,0.049,7.113107,0.000055,6530,0.0508971,12.1499,0.506421,89.3437,856,233,152.023,0.6405,6409,197,4.20097,0.320295,1.47,0.06,,,1.41,0.233008,"1,13,27,28,39",,2018/8/30,2021/8/26,2022/8/17
76989773,182.01,,5,5,5,5,3,5,5,199.1,521.6,9,4,1,PC,APC,9.683,0.006,1,qlp,UNKNOWN,353.293998,-35.463992,-107.298,0.451,-66.417,0.536,2458355.083,0.00013,1.76918,0.00003,1.768,0.055,10.440533,0.02968,9570,27.3356,11.6236,0.680425,1670.21,1780,256,107.399,2.936,5569,187,4.32065,0.291747,0.96,0.03,,,,,"2,29",v-shaped; two stars in PSF,2018/11/3,2020/11/6,2022/8/19
183979262,183.01,,5,5,5,5,5,5,5,415.3,826.6,4,0,3,EB,FP,8.3291,0.006,1,spoc-s28-b0A,UNKNOWN,21.650295,-72.748874,76.603,0.135,20.878,0.093,2459063.727,0.000226522,3.430756485,6.39E-05,3.144338756,0.014382524,10.543911,0.061193,9664.298563,56.35966,29.77491241,1.3656207,4956.246014,2139.971372,160.65495,213.024,2.7315,6270,196,3.61332,0.359293,2.72192,0.124462,,,1.34,0.220925,"1,2,27,28",TFOP FP; retired as EB,2018/11/3,2021/12/6,2022/8/19
300871545,184.01,,5,5,5,5,5,5,5,223.8,463.7,4,5,1,EB,FP,10.0433,0.006,1,qlp,UNKNOWN,117.657401,-70.533461,-14.67,0.041,33.139,0.042,2459165.547,0.00018,4.817069,0.0000016,3.073,0.157,26.987467,0.04445,24550,40.939,24.7178,1.46023,804.82,1483,469,247.441,1.4185,6380,197,4.24852,0.353278,1.45,0.06,,,1.41,0.252208,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31",1000 ppm secondary; TFOP FP; retired as EB,2018/10/19,2021/12/6,2022/8/19
