sigma_list,depth_list,toi_list
0.0005033038330786371,0.9693552,959.01
0.0005875491370854739,0.9493767,984.01
0.0002690641701267955,0.99540615,987.01
7.849748470128312e-05,0.99627,1092.01
0.0005295794914540506,0.99474554,1182.01
0.00021495122773587165,0.95116,1270.01
0.0004844110581306888,0.99027542,1297.01
0.0002646193164217465,0.99241,1310.01
0.0001369253706562075,0.98923,1341.01
0.00010215420322423094,0.9741389,1365.01
