aic,redchi
154.04923937784676,1.3367782786259907
84.23265190211158,1.1625655853948185
84.28090244059682,1.1626777796392034
83.59444197288339,1.161082610245672
86.39042437141597,1.1675935307814636
84.13458493364892,1.1623375891892487
84.10870871183043,1.1622774369352034
84.15114958089542,1.16237609725141
84.29856092353911,1.1627188426157873
86.16499003831994,1.1670672181014494
84.44623547058467,1.163062301290244
84.23687243681802,1.1625753987330392
82.40897364172785,1.158333017759917
84.21020692219622,1.1625133990437198
1066.3554362377236,8.288548332210663
83.90251924787856,1.161798237024597
84.06623110580935,1.1621786996032817
84.10735942906659,1.1622743004576104
81.23459019227423,1.155615556101174
84.22177558897654,1.1625402968151723
84.57175890189532,1.1633543210858093
83.67559124924927,1.161271067565678
84.288743988627,1.1626960141694953
84.24006791987733,1.1625828287367652
82.94331746939828,1.1595715756546578
83.5852160482772,1.1610611863220806
1097.5098637732212,8.82142743982761
83.93655884781553,1.1618773340113877
81.24426169074705,1.155637909385535
84.22969568017639,1.162558711811369
89.74481459711015,1.1754529936633782
84.28181928313022,1.1626799116260402
84.27298487386828,1.1626593686271662
84.33167575031356,1.1627958516320205
84.61531287333493,1.163455662901333
82.86405304977136,1.1593877646887922
81.25511479727771,1.155662994180465
84.22698842270002,1.1625524171368817
407.36000357608253,2.2186168868436855
81.45750464293342,1.15613087777901
84.22634762888077,1.1625509272250296
84.07015898450295,1.1621878294330472
84.31183124513716,1.1627497023312432
83.62293917101852,1.1611487873339064
84.11442468939806,1.1622907241146663
84.22691819266443,1.162552253844698
114.55833406358401,1.235258967961286
84.33425981337705,1.1628018611231707
84.2267237236866,1.162551801684089
83.10380362206917,1.159943825754295
