input_value,output_value,vary_flags
0.549121,0.300349,True
0.059745,0.310069,True
0.000003,0.000003,True
1.274925,1.274925,False
0.243015,0.113703,True
3.136676,3.606794,True
0.568410,0.346633,True
1.000000,1.000000,False
2.042028,2.551116,True
0.051528,0.002523,True
1.000000,1.000000,False
2.410528,1.550102,True
2.018509,1.902626,True
0.000000,0.000000,False
0.000000,0.000000,False
0.000000,0.000000,False
0.000000,0.000000,False
