time,flux,flux_err,time_original,quality,timecorr,centroid_col,centroid_row,cadenceno,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,sap_quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2
-0.2895495137938357,1.0001371148815763,0.0005817920901763841,1431.4115734862062,0,-1.148538e-04,744.85362,1000.00936,1930100,7.3336125e+04,4.2465584e+01,1.4709946e+03,5.2892697e-01,7.9038914e+04,4.5977909e+01,0,nan,nan,nan,nan,744.85362,7.1744696e-04,1000.00936,6.1482191e-04,1.6655457e-03,-1.6305104e-02
-0.2894847824174906,0.9992809382521443,0.0005952625049501571,1395.3975789675824,0,1.466728e-03,744.82752,1000.03132,1877223,7.0870148e+04,4.1843266e+01,1.2845786e+03,5.2589297e-01,7.6465484e+04,4.5549789e+01,0,nan,nan,nan,nan,744.82752,7.2491443e-04,1000.03132,6.3698459e-04,-4.6583920e-04,3.2607964e-03
-0.28937159092297776,0.9997969812326399,0.0005895967112909808,1409.803315859077,0,8.314191e-04,744.83446,1000.03086,1898374,7.1528633e+04,4.2006603e+01,1.3440143e+03,5.2672315e-01,7.7394789e+04,4.5640980e+01,0,nan,nan,nan,nan,744.83446,7.2357489e-04,1000.03086,6.3091062e-04,-3.0545134e-03,2.0608945e-02
-0.2892136266077493,1.000467558176451,0.0005793822535406519,1388.1950382733921,0,1.771133e-03,744.82588,1000.02396,1866648,7.3554641e+04,4.2480850e+01,1.2582965e+03,5.2615881e-01,7.9406953e+04,4.5985477e+01,0,nan,nan,nan,nan,744.82588,6.9895299e-04,1000.02396,6.1874447e-04,9.9437188e-05,-9.4640552e-04
-0.2891280245738603,0.9994235599665117,0.0005833692794758307,1438.614806825426,0,-4.084146e-04,744.85424,999.99881,1940676,7.3053766e+04,4.2420654e+01,1.5299260e+03,5.2975124e-01,7.8833375e+04,4.6015495e+01,0,nan,nan,nan,nan,744.85424,7.2127813e-04,999.99881,6.1751698e-04,-3.3716459e-03,3.2264095e-02
-0.28909276566279074,1.0005818179465484,0.0005923620299534669,1460.2232776343371,10000000000000,-1.156106e-03,744.86113,999.96175,1972402,7.2447711e+04,4.2390579e+01,1.7488568e+03,5.3375477e-01,7.8187930e+04,4.6288628e+01,10000000000000,nan,nan,nan,nan,744.86113,7.3065993e-04,999.96175,6.2711368e-04,2.1038074e-03,-1.7251913e-02
-0.28908485285687235,0.9993849979235296,0.000591183639210656,1402.600790747143,0,1.151907e-03,744.83284,1000.03557,1887799,7.1842773e+04,4.2110760e+01,1.3166492e+03,5.2662504e-01,7.7444359e+04,4.5812012e+01,0,nan,nan,nan,nan,744.83284,7.1796949e-04,1000.03557,6.2998064e-04,-3.1240063e-04,5.1905783e-03
-0.28886844230975367,1.0006186247472726,0.0005818515221157106,1431.4122545576902,0,-1.148823e-04,744.85513,1000.00760,1930101,7.3369008e+04,4.2470860e+01,1.4709792e+03,5.2892202e-01,7.9074578e+04,4.5981216e+01,0,nan,nan,nan,nan,744.85513,7.1637804e-04,1000.00760,6.1441620e-04,1.6708804e-03,-1.6305696e-02
-0.2888036117549705,0.9996266053692507,0.0005953049241970307,1395.398260138245,0,1.466698e-03,744.82497,1000.02985,1877224,7.0895047e+04,4.1850304e+01,1.2845988e+03,5.2590442e-01,7.6492320e+04,4.5553265e+01,0,nan,nan,nan,nan,744.82497,7.2484254e-04,1000.02985,6.3715148e-04,-4.7169905e-04,3.2705581e-03
-0.28869052136707846,0.9999620472313678,0.0005895513546393901,1409.8039969286328,0,8.313886e-04,744.83553,1000.03353,1898375,7.1540484e+04,4.2005928e+01,1.3439799e+03,5.2676147e-01,7.7407539e+04,4.5637451e+01,0,nan,nan,nan,nan,744.83553,7.2345161e-04,1000.03353,6.2976347e-04,-3.0564915e-03,2.0611586e-02
-0.28853255478183737,0.9993197532970366,0.0005791464764959811,1388.195719345218,0,1.771105e-03,744.82677,1000.03005,1866649,7.3469180e+04,4.2462353e+01,1.2582864e+03,5.2615786e-01,7.9314781e+04,4.5966145e+01,0,nan,nan,nan,nan,744.82677,6.9964334e-04,1000.03005,6.1942392e-04,1.0126106e-04,-9.5566438e-04
