input_value,output_value,vary_flags
0.614609,1.000000,True
0.152517,0.213124,True
0.000000,0.000081,True
1.420024,1.420024,False
0.087146,0.109003,True
7.382762,7.145338,True
0.690516,0.401803,True
1.000000,1.000000,False
0.785398,0.785398,False
0.785398,0.785398,False
1.000000,1.000000,False
1.010000,1.010000,False
1.700000,1.700000,False
0.000000,0.000000,False
0.000000,0.000000,False
0.000000,0.000000,False
0.000000,0.000000,False
