input_value,output_value,vary_flags
1.000000,0.741452,True
1.000000,0.998646,True
-0.000074,0.000110,True
1.677305,1.677305,False
0.164907,0.055518,True
2.701887,2.810308,True
1.000000,0.948986,True
1.000000,1.000000,False
2.604531,2.985870,True
2.233384,3.033496,True
1.000000,1.000000,False
1.307295,1.861148,True
1.747024,2.422759,True
0.000000,0.000000,False
0.000000,0.000000,False
0.000000,0.000000,False
0.000000,0.000000,False
