time,flux,flux_err,time_original
-0.5035477081033914,0.999810269543121,0.0006912740940191921,1566.8125722916768
-0.5035161311918166,0.999007210540129,0.000694620992247531,1544.6240438685884
-0.5034941383078357,1.000160013221172,0.0006914153582185118,1561.2654858614724
-0.5034691737676447,0.9996766596022547,0.0006926123748344483,1550.1712308260126
-0.5021588602982134,0.9994924402352173,0.0006908297680750564,1566.813961139482
-0.5021272461332882,0.9998391700521809,0.0006952430746269313,1544.625432753647
-0.5021052774634626,0.99991553665154,0.0006909128980581161,1561.2668747223167
-0.5020802994197786,0.9995131357683037,0.0006919272972712987,1550.1726197003604
-0.500770012725187,0.9998895868805597,0.0006906325423157792,1566.815349987055
-0.5007383610738436,0.9991797557600228,0.0006951861623892292,1544.6268216387064
-0.5007164166190894,0.9998147721008501,0.0006916350596129487,1561.2682635831611
-0.5006914250721389,0.9999026700754318,0.0006926635245172989,1550.174008574708
-0.4993811649193352,0.9995652003135584,0.0006906939211404205,1566.8167388348609
-0.49934947601508883,1.000180003913079,0.0006956438972283394,1544.6282105237651
-0.49932755577540067,0.9994433219780311,0.0006916390798831242,1561.2696524440048
-0.49930255072358837,0.9998250946555467,0.0006922862102854515,1550.1753974490566
-0.4979923173469878,1.000387892774103,0.0006909071215366793,1566.8181276824332
-0.4979605909570078,1.000495538395993,0.0006949990084756193,1544.6295994088232
-0.4979386949310275,0.9998333540410378,0.0006912376606479048,1561.2710413048492
-0.49791367637503786,1.0000139079576071,0.0006920649872818772,1550.1767863234052
-0.4966034695418151,0.9997630799837062,0.0006908699191612699,1566.8195165302384
-0.49657170613176277,0.999773613595568,0.0006948545512195629,1544.6309882936484
-0.4965498340859752,1.0001619545090445,0.0006915897076929856,1561.2724301656942
-0.49652480202648736,1.0007770015161466,0.0006917443291867212,1550.1781751977537
-0.4952146219690204,1.001193881772534,0.0006912704213578126,1566.8209053778112
-0.49518282107300265,0.9999741799884435,0.0006949710374765157,1544.6323771787072
-0.495160973241602,1.000310730158278,0.0006909603691898416,1561.2738190265386
-0.49513592767794223,1.000185383238917,0.0006923210438804204,1550.1795640721023
-0.49382577439599384,1.0004427550659247,0.0006908739586049624,1566.8222942253842
-0.4937939360135634,1.0001641824637435,0.0006950623263149421,1544.6337660637666
-0.4937721123981397,1.0004707003329583,0.0006912065923621614,1561.275207887382
-0.4937470533293917,0.999028566732001,0.0006916856948194407,1550.1809529464508
-0.4924369265908212,1.0010350935832906,0.0006912352885213471,1566.8236830731894
-0.4924050509548033,0.9999234230269821,0.0006955788140281202,1544.6351549488254
-0.4923832515537665,1.0014892971243956,0.0006923911800241436,1561.2765967482264
-0.4923581789808412,1.0000886237906272,0.0006929303188610406,1550.1823418207994
-0.49104807901779474,1.0001419271062089,0.0006909767600791032,1566.8250719207624
-0.4910161658960432,0.9996633591464619,0.000695164979185283,1544.6365438338842
-0.4909943907093933,0.9998694734895475,0.0006916303674386689,1561.2779856090708
-0.49096930463297517,0.9996007926193295,0.0006920770304039767,1550.1837306951472
-0.4896592312112531,0.9993270395032425,0.0006908384067539811,1566.826460768569
-0.4896272808375148,1.0002823146359805,0.0006950301124124527,1544.6379327189427
-0.4896055298657046,1.0004137701251223,0.0006921400628371569,1561.2793744699145
-0.48958043028442466,0.9997897146019177,0.0006922096173292207,1550.1851195694958
-0.488270383638232,1.0000850265490413,0.0006907846221133691,1566.827849616142
-0.4882166690220159,1.0004197738267833,0.0006909011691815062,1561.2807633307582
-0.48819155593519503,1.000193603873836,0.0006921465349308616,1550.186508443845
-0.4868815360658846,0.9995240200895302,0.000690980761228137,1566.8292384637143
-0.4868495109535097,1.0007246265828498,0.0006951255005845001,1544.6407104888267
-0.48682780841047335,1.0002205699990725,0.0006910684806738978,1561.2821521913697
-0.4868026815866445,0.9999892144680516,0.0006920823013843548,1550.1878973181936
-0.4854926884928581,0.999598161626307,0.00069126808067684,1566.8306273112873
-0.4854606258940651,0.9998042629817965,0.0006945238659893671,1544.6420993738861
-0.4854389475661002,1.0003802973012348,0.0006916174253705132,1561.283541052214
-0.48541380723900485,1.0000294338255533,0.0006926327780873638,1550.1892861925412
-0.48410384068700635,0.9996391212502748,0.0006907057309911946,1566.8320161590932
-0.48407174083530496,0.9996058106115524,0.0006947655529106154,1544.643488258945
-0.484050086721727,1.000135689684518,0.0006917455063932203,1561.2849299130585
-0.48402493289045434,1.0001297162032434,0.0006922349979040395,1550.1906750668898
-0.4827149931148907,1.000777890802825,0.0006910926244576612,1566.8334050066653
-0.4826828557772293,0.9991906064660923,0.0006951728709923099,1544.644877144003
-0.4826612258773538,1.0003722829033315,0.000691285762592997,1561.2863187739028
-0.4826360585419038,0.9993498549038431,0.0006920141017831593,1550.1920639412383
-0.48132614554186415,0.9992286183276118,0.0006907660875837831,1566.8347938542383
-0.48129397071915364,0.9995158810282516,0.0006953107072070291,1544.646266029061
-0.481272365032986,0.9995776392832793,0.000691333699802104,1561.2877076347472
-0.4812471841940378,1.0001486574500345,0.0006919890223118115,1550.1934528155862
-0.47993729796883766,1.0001406032200675,0.0006905665544781924,1566.8361827018114
-0.4799050856603935,1.000287937470261,0.000694916578773463,1544.6476549141198
-0.47988350442144345,0.9993050759249197,0.0006909854815200307,1561.2890964953588
-0.47985830984616634,0.9991230906680765,0.0006920019277570785,1550.194841689934
