-3.0750090000	1.0009120000	0.0007330000
-3.0545760000	1.0013240000	0.0007330000
-3.0341420000	1.0009580000	0.0007330000
-3.0137090000	1.0001100000	0.0007330000
-2.9932760000	1.0009420000	0.0007330000
-2.9728430000	1.0015040000	0.0007330000
-2.9524090000	1.0012210000	0.0007330000
-2.9319760000	1.0017680000	0.0007330000
-2.9115430000	1.0007720000	0.0007330000
-2.8911100000	1.0019510000	0.0007330000
-2.8706770000	1.0008180000	0.0007330000
-2.8502430000	1.0013060000	0.0007330000
-2.8298100000	1.0009810000	0.0007330000
-2.8093770000	1.0004420000	0.0007330000
-2.7889440000	1.0005090000	0.0007330000
-2.7685100000	1.0023740000	0.0007330000
-2.7480770000	0.9994900000	0.0007320000
-2.7276440000	1.0012570000	0.0007330000
-2.7072110000	1.0011870000	0.0007330000
-2.6867780000	1.0003540000	0.0007320000
-2.6663440000	1.0003690000	0.0007320000
-2.6459110000	0.9991540000	0.0007320000
-2.6254780000	1.0004090000	0.0007320000
-2.6050450000	1.0010720000	0.0007320000
-2.5846110000	1.0034890000	0.0007330000
-2.5641780000	1.0006130000	0.0007320000
-2.5437450000	1.0018310000	0.0007320000
-2.5233120000	1.0011280000	0.0007320000
-2.5028790000	1.0013960000	0.0007320000
-2.4824450000	1.0017800000	0.0007320000
-2.4620120000	1.0016880000	0.0007320000
-2.4415790000	1.0010930000	0.0007320000
-2.4211460000	1.0017250000	0.0007320000
-2.4007120000	1.0012550000	0.0007320000
-2.3802790000	0.9996860000	0.0007320000
-2.3598460000	1.0001880000	0.0007320000
-2.3394130000	0.9999470000	0.0007320000
-2.3189800000	1.0000800000	0.0007320000
-2.2985460000	1.0006370000	0.0007320000
-2.2781130000	1.0005420000	0.0007320000
-2.2576800000	1.0023550000	0.0007320000
-2.2372470000	1.0038640000	0.0007320000
-2.2168130000	1.0008490000	0.0007320000
-2.1963800000	1.0005960000	0.0007320000
-2.1759470000	1.0023440000	0.0007320000
-2.1555140000	1.0014610000	0.0007320000
-2.1350800000	1.0003760000	0.0007310000
-2.1146470000	1.0006690000	0.0007310000
