742.0044895290	0.9966829787	0.0007286106
742.0249227470	0.9938765957	0.0007283149
742.0453560660	0.9956936170	0.0007285149
742.0657891850	0.9956851064	0.0007285043
742.0862224040	0.9949170213	0.0007284170
742.1066557230	0.9949914894	0.0007284319
742.1270888430	0.9938425532	0.0007283128
742.1475221630	0.9951510638	0.0007284638
742.1679553830	0.9958702128	0.0007285255
742.1883885030	0.9983340426	0.0007287787
742.2088218240	0.9955319149	0.0007284723
742.2292549450	0.9968021277	0.0007286043
742.2496881660	0.9961617021	0.0007285447
742.2701214880	0.9964872340	0.0007286000
742.2905546090	0.9969276596	0.0007286447
742.3109879310	0.9968936170	0.0007286340
742.3314211530	0.9963595745	0.0007285936
742.3518543760	0.9970468085	0.0007286319
742.3722875980	0.9966361702	0.0007286106
742.3927208210	0.9951319149	0.0007284936
742.4131540450	0.9956893617	0.0007285532
742.4335872680	0.9955063830	0.0007286255
742.4540204920	0.9956957447	0.0007285404
742.4744537150	0.9963063830	0.0007285915
742.4948870400	0.9962680851	0.0007286660
742.5153201640	0.9981297872	0.0007287723
742.5357534890	0.9996893617	0.0007289660
742.5561867140	0.9967425532	0.0007287085
742.5766198390	0.9965468085	0.0007286532
742.5970531640	0.9983425532	0.0007288255
742.6174863900	0.9975191489	0.0007287468
742.6379195160	0.9964936170	0.0007286362
742.6583528420	0.9968404255	0.0007286830
742.6787860680	0.9971638298	0.0007287213
742.6992193950	0.9979851064	0.0007288255
742.7196525220	0.9984808511	0.0007288553
742.7400857490	0.9986638298	0.0007288617
742.7605190760	0.9974936170	0.0007287298
742.7809522040	0.9998617021	0.0007290085
742.8013854320	0.9979765957	0.0007288277
742.8218187600	0.9974085106	0.0007287298
742.8422518880	0.9968297872	0.0007286723
742.8626851170	0.9974319149	0.0007287298
742.8831183460	0.9971170213	0.0007287277
742.9035515750	0.9973425532	0.0007287234
742.9239849040	0.9986638298	0.0007288745
742.9444180340	0.9985574468	0.0007288936
742.9648512640	0.9987702128	0.0007289234
742.9852845940	0.9973914894	0.0007287681
743.0057178240	0.9975808511	0.0007287830
743.0261509550	0.9987255319	0.0007289106
743.0465842860	1.0002319149	0.0007291021
743.0670175170	0.9999936170	0.0007290745
743.0874506490	0.9990000000	0.0007289553
743.1078839800	0.9986297872	0.0007289340
743.1283172120	0.9992957447	0.0007289851
743.1487505440	0.9981829787	0.0007289021
743.1691836770	0.9998595745	0.0007290468
743.1896169090	0.9990808511	0.0007289766
743.2100502420	0.9996659574	0.0007290426
743.2304833750	0.9998659574	0.0007290766
743.2509166090	1.0000829787	0.0007290766
743.2917830760	1.0011531915	0.0007292064
743.3122164110	0.9997148936	0.0007290447
743.3326496450	0.9998212766	0.0007290745
743.3530827800	0.9983723404	0.0007289191
743.3735161140	0.9977319149	0.0007288596
743.3939493500	0.9997680851	0.0007290830
743.4143824850	0.9994446809	0.0007290745
743.4348158210	1.0008553191	0.0007291894
743.4552490570	0.9997510638	0.0007291340
743.4756821930	1.0010042553	0.0007292170
743.4961155290	1.0005212766	0.0007291809
743.5165487660	1.0023489362	0.0007293830
743.5369820030	1.0026531915	0.0007293894
743.5574152400	1.0002127660	0.0007291745
743.5778484770	0.9999978723	0.0007291553
743.5982817150	1.0003085106	0.0007292000
743.6187149530	0.9996255319	0.0007291170
743.6391481910	0.9991787234	0.0007290532
743.6595814300	0.9999978723	0.0007291532
743.6800146680	1.0011468085	0.0007292979
743.7004480070	1.0018148936	0.0007293617
743.7208812460	1.0025361702	0.0007293106
743.7413143860	1.0000106383	0.0007291872
743.7617477260	1.0004446809	0.0007292511
743.7821809660	1.0010765957	0.0007293234
743.8026141060	0.9997978723	0.0007291957
743.8230474460	0.9997255319	0.0007291894
743.8434806870	0.9986340426	0.0007290809
743.8639138280	0.9995829787	0.0007291979
743.8843471690	0.9984957447	0.0007290340
743.9047804110	0.9988978723	0.0007290979
743.9252137520	0.9994702128	0.0007291660
743.9456468940	0.9988234043	0.0007290809
743.9660801360	0.9999021277	0.0007292128
743.9865134790	0.9984723404	0.0007290489
744.0069466220	0.9981000000	0.0007290064
744.0273798650	0.9967595745	0.0007288553
744.0478131080	0.9958936170	0.0007287660
744.0682463510	0.9942085106	0.0007286000
744.0886795950	0.9924063830	0.0007283702
744.1091129390	0.9911446809	0.0007282894
744.1295460830	0.9907851064	0.0007282277
744.1499794280	0.9883808511	0.0007279468
744.1704126720	0.9879468085	0.0007279000
744.1908458180	0.9877021277	0.0007278872
744.2112791630	0.9884978723	0.0007279702
744.2317124080	0.9853361702	0.0007276574
744.2521455540	0.9841638298	0.0007275149
744.2725789000	0.9827191489	0.0007273872
744.2930121460	0.9801191489	0.0007271106
744.3134454930	0.9787787234	0.0007269574
744.3338786400	0.9750936170	0.0007265362
744.3543118870	0.9737659574	0.0007263851
744.3747452340	0.9735255319	0.0007263723
744.3951783810	0.9722382979	0.0007260106
744.4156116290	0.9714340426	0.0007257255
744.4360449770	0.9695702128	0.0007254766
744.4564781250	0.9683936170	0.0007253809
744.4769113740	0.9671085106	0.0007252532
744.4973447230	0.9659872340	0.0007251191
744.5177778720	0.9655319149	0.0007250404
744.5382112210	0.9626553191	0.0007248489
744.5586444710	0.9611617021	0.0007246319
744.5790776210	0.9617297872	0.0007246809
744.5995109710	0.9591255319	0.0007244277
744.6199442210	0.9606212766	0.0007245702
744.6403774720	0.9586702128	0.0007244319
744.6608107220	0.9592765957	0.0007244489
744.6812439740	0.9583595745	0.0007243617
744.7016772250	0.9585510638	0.0007244000
744.7221104760	0.9576085106	0.0007243085
744.7425437280	0.9580723404	0.0007243681
744.7629769800	0.9579170213	0.0007245064
744.7834102330	0.9556063830	0.0007240936
744.8038434850	0.9549829787	0.0007241128
744.8242767380	0.9559085106	0.0007241447
