735.36370479 nan nan 4622.74 3.41163 1087.74 0.307321
735.384137931 5468.62 4.02085 4622.91 3.41161 1084.87 0.306952
735.404571072 5474.37 4.02258 4627.38 3.41204 1087.42 0.306784
735.425004213 5467.94 4.02516 4621.91 3.41157 1082.05 0.306885
735.445437354 5465.04 4.02488 4619.66 3.41129 1087.98 0.306699
735.465870495 5461.87 4.02443 4616.49 3.41083 1088.53 0.306725
735.486303637 5468.74 4.03178 4622.3 3.41162 1093.51 0.306924
735.506736779 5460.91 4.03092 4615.44 3.41072 1084.34 0.307054
735.527169921 5467.34 4.03004 4620.61 3.41143 1088.68 0.307026
735.547603064 5473.88 4.03544 4626.24 3.41212 1085.9 0.306827
735.568036306 5464.51 4.03487 4618.05 3.4111 1088.82 0.306553
735.588469349 5475.82 4.03513 4627.44 3.41221 1088.5 0.30704
735.608902592 5463.28 4.03646 4617.22 3.41111 1086.74 0.306403
735.629335735 5469.12 4.03668 4621.56 3.41156 1088.4 0.307001
735.649768779 5474.03 4.03822 4625.84 3.41206 1083.07 0.3074
735.670202023 5462.81 4.04103 4616.37 3.41104 1085.67 0.306681
735.690635167 5469.83 4.03919 4621.92 3.41176 1088.13 0.307041
735.711068211 5469.57 4.04471 4621.62 3.41269 1090.09 0.306712
735.731501455 5463.51 4.04078 4616.45 3.4111 1085.45 0.306595
735.7519346 5465.73 4.041 4618.11 3.4112 1090.56 0.306822
735.772367645 5462.55 4.0442 4615.51 3.41121 1086.06 0.306702
735.79280089 5466.75 4.04585 4618.85 3.41159 1090.14 0.306777
735.813234036 5467.92 4.04574 4619.64 3.41157 1089.42 0.306498
735.833667181 5467.4 4.04755 4619.46 3.41255 1088.23 0.306957
735.854100327 5468.95 4.04554 4620.34 3.41173 1087.56 0.307038
735.874533373 5470.47 4.04767 4621.52 3.41403 1087.89 0.306609
735.89496662 5466.34 4.04726 4618.16 3.41148 1086.47 0.30684
735.915399766 5468.63 4.04642 4619.76 3.41145 1086.89 0.306485
735.935832913 5480.48 4.05322 4629.5 3.41607 1090.4 0.30662
735.95626606 5461.95 4.04828 4613.97 3.41119 1089.2 0.30677
735.976699207 5460.33 4.0462 4612.38 3.41077 1090.51 0.306849
735.997132355 5469.28 4.05238 4620.04 3.41279 1089.11 0.306837
736.017565602 5468.77 4.05082 4619.63 3.41381 1090.05 0.306832
736.03799865 5464.13 4.05048 4615.34 3.4124 1095.14 0.306459
736.058431898 5451.92 4.0489 4605.38 3.40997 1089.47 0.307064
736.078865047 5464.92 4.05047 4616.14 3.41131 1089.75 0.306947
