input_value,output_value,vary_flags
0.536904,0.000000,True
0.045921,0.002899,True
-0.000056,-0.000056,False
2.438902,2.438902,False
0.154167,0.186058,True
7.863801,7.351270,True
0.900000,0.911341,True
1.000000,1.000000,False
3.039477,3.035365,True
1.241523,1.411446,True
1.000000,1.000000,False
2.782740,2.317863,True
1.705811,1.343584,True
0.000000,0.000000,False
0.000000,0.000000,False
0.000000,0.000000,False
0.000000,0.000000,False
