input_value,output_value,vary_flags
0.536904,0.000000,True
0.045921,0.713597,True
-0.000056,-0.000056,False
2.438902,2.438902,False
0.154167,0.149695,True
7.863801,8.472662,True
0.900000,0.992557,True
1.000000,1.000000,False
1.092385,1.555893,True
0.834067,1.293246,True
1.000000,1.000000,False
1.918950,1.008630,True
2.575979,2.911492,True
0.000000,0.000000,False
0.000000,0.000000,False
0.000000,0.000000,False
0.000000,0.000000,False
