input_value,output_value,vary_flags
0.536904,0.000000,True
0.045921,0.000063,True
-0.000056,-0.000056,False
2.438902,2.438902,False
0.154167,0.030691,True
7.863801,7.425617,True
0.900000,0.846660,True
1.000000,1.000000,False
1.874213,2.382683,True
0.461220,0.051705,True
1.000000,1.000000,False
2.505660,2.286516,True
2.395293,2.844968,True
0.000000,0.000000,False
0.000000,0.000000,False
0.000000,0.000000,False
0.000000,0.000000,False
