input_value,output_value,vary_flags
0.536904,0.539540,True
0.045921,0.044018,True
-0.000056,-0.000056,False
2.438902,2.438902,False
0.154167,0.096114,True
7.863801,9.733483,True
0.900000,0.657592,True
1.000000,1.000000,False
1.657835,1.484331,True
3.041823,3.044043,True
1.000000,1.000000,False
2.468435,1.000010,True
1.190389,1.610905,True
0.000000,0.000000,False
0.000000,0.000000,False
0.000000,0.000000,False
0.000000,0.000000,False
