input_value,output_value,vary_flags
0.562025,0.412236,True
0.128255,0.522185,True
-0.000000,-0.000895,True
9.683791,9.683791,False
0.114234,0.109524,True
14.616215,14.617177,True
1.000000,1.000000,True
1.000000,1.000000,False
0.810798,0.400299,True
0.714918,0.470256,True
1.000000,1.000000,False
1.303164,1.434066,True
2.264066,1.119495,True
0.000000,0.000000,False
0.000000,0.000000,False
0.000000,0.000000,False
0.000000,0.000000,False
