time,flux,flux_err,time_original,centroid_col,centroid_row,cadenceno,quality
-0.0999669912644684,1.000074177593707,0.00013645305164126933,123.46331011873554,1042.0577450514454,613.9779974689692,9808,0
-0.09983745799541019,0.9998744950262992,0.0001363829130753789,125.6681750620046,1042.0579367142134,613.9787832522811,13045,0
-0.09970797739700915,0.9998928460071643,0.0001364328823493416,127.873039952603,1042.0606121482326,613.9787144061461,16282,0
-0.09941544834926222,1.0000403582353279,0.00013667562905194693,121.25912625165074,1042.0558239208717,613.9755864762326,6572,0
-0.09928586658594651,1.000268184450121,0.00013646512327239333,123.46399124341406,1042.0586780302187,613.9762179529348,9809,0
-0.0991562333088509,1.0003110265640527,0.0001364108169038467,125.66885628669115,1042.0583645391075,613.9778320894227,13046,0
-0.09902685283490259,1.000213580585216,0.00013645152415889944,127.8737210771651,1042.0602911874553,613.9794589396593,16283,0
-0.09873432366346438,1.0000707470377252,0.00013668062580439536,121.25980737633654,1042.056416074989,613.9765078592417,6573,0
-0.09860474190742463,1.0000138454563576,0.00013644884565968874,123.46467236809258,1042.0571760499195,613.9765513466557,9810,0
-0.09847510868853668,1.0001776104147864,0.00013640230316760394,125.66953741131147,1042.0587135833205,613.9781046252514,13047,0
-0.09834562821382692,0.9999691253154324,0.0001364489191085537,127.87440230178618,1042.0605530300688,613.9793525925115,16284,0
-0.09805329898570395,0.9999579545078392,0.0001366695482569088,121.2604884010143,1042.0569673935904,613.9747626101178,6574,0
-0.0979235172281413,1.000291714460407,0.0001364652259879305,123.46535359277186,1042.0602131436358,613.9751421351832,9811,0
-0.0977939840100148,1.0004375884375873,0.00013643053377965312,125.67021853598999,1042.0594615184996,613.9792988215304,13048,0
-0.09766450365172036,0.9998749289508472,0.00013639166649848035,127.87508342634828,1042.059329295126,613.9777725924882,16285,0
-0.09737207430642061,0.9999489722948119,0.00013667170739229697,121.26116962569358,1042.0560055440185,613.9752604963387,6575,128
-0.09724249254310491,1.000227070700365,0.00013646318225312226,123.4660346174569,1042.0580245292604,613.976161953011,9812,0
-0.09711275938893912,1.000151171177641,0.00013640038635297726,125.67089976061106,1042.0583053451605,613.9780688016536,13049,0
-0.09698337908233784,1.000053073076534,0.00013644798812438005,127.87576455091767,1042.0605105126854,613.9795541839597,16286,8192
-0.09669094962789873,0.9997926100389102,0.00013665866873164336,121.2618507503721,1042.058142549086,613.9752293548332,6576,0
-0.09656136786458303,0.9998620891547177,0.00013643877706755197,123.46671574213542,1042.0592757021864,613.9748460285072,9813,0
-0.09643173476938635,1.0004418215765905,0.00013642126203900352,125.67158078523062,1042.057906127719,613.9779300989062,13050,0
-0.09630225446202362,1.0003899963821967,0.00013643345216303308,127.87644567553798,1042.0593665758595,613.9782541933035,16287,0
-0.09600982494937685,1.0001144096427288,0.00013668183420621204,121.26253187505063,1042.0573424416227,613.976408286074,6577,0
-0.0958801431852997,1.0001468945520102,0.00013645744533140043,123.4673969668147,1042.059569290579,613.976166392839,9814,0
-0.09575061008358851,1.0003401115352482,0.00013641505111385423,125.67226190991641,1042.0572815142482,613.9771453387872,13051,0
-0.09562112989991706,0.9999476304562696,0.00013643558683992498,127.87712680010009,1042.0605958215135,613.9785609149264,16288,0
-0.09532860027009352,1.0000307627887977,0.0001366744704466059,121.26321309972991,1042.0579182043346,613.975383860956,6578,0
-0.09519901850677781,1.000086874497548,0.00013645450990299636,123.46807809149323,1042.0585764691086,613.9773030772174,9815,0
-0.09506948546327429,1.000282402391453,0.0001364079783573594,125.67294303453673,1042.059359799377,613.9771442077996,13052,0
-0.0949400053378105,0.9999611534012035,0.0001364344527754108,127.87780792466219,1042.060526111722,613.978949494711,16289,0
-0.09464747564250334,0.9999037899796155,0.00013666639353344536,121.2638942243575,1042.0560005248456,613.9748817120554,6579,0
-0.09451789382825593,0.9998154919170763,0.00013643646375409815,123.46875921617175,1042.0581363942924,613.9751470661963,9816,0
-0.09438826078399096,1.0000790564317157,0.00013642787324983637,125.67362425921601,1042.059587713376,613.9800355090474,13053,0
-0.09425878071673482,1.0000420464824662,0.0001364411637273097,127.87848914928327,1042.0608773584665,613.9793434646085,16290,0
-0.09396625090501234,0.9999112961517281,0.00013666679937334063,121.26457544909499,1042.057678845459,613.9759703188663,6580,0
-0.0938366691489726,1.0000561732799924,0.0001364501989295592,123.46944044085103,1042.0594454850796,613.9751633759388,9817,0
-0.09370713616367674,1.0002918662950773,0.00013642727858029729,125.67430538383633,1042.0616702759119,613.9799470764436,13054,0
-0.0935776561473523,0.999934340004897,0.00013640336022751793,127.87917027385265,1042.059979041424,613.9789580862133,16291,0
-0.09328512628469812,0.9999090658415318,0.00013666723486843442,121.2652565737153,1042.057812916991,613.9753571573426,6581,0
-0.09315554446317476,1.000025363819532,0.00013645126011006847,123.47012156553683,1042.0581337454694,613.974722600457,9818,0
-0.0930259114843934,1.000267567742667,0.00013641054780557643,125.67498660851561,1042.0568567052007,613.9774875059076,13055,0
-0.09289653158524575,0.9998529243538502,0.0001363809793020988,127.87985139841476,1042.0589063079772,613.9779084716688,16292,0
-0.09260410160693769,0.9998442199986934,0.00013666288665150825,121.26593759839307,1042.0566845226315,613.9757805839079,6582,0
-0.09247431978389142,1.00009983929489,0.00013645374759710242,123.47080279021611,1042.0590287654136,613.9751193981439,9819,0
-0.09234478686407918,1.0001491193249876,0.0001364004140299348,125.67566773313592,1042.0579017181894,613.977597927536,13056,0
-0.09221540696493152,0.9998363227697772,0.00013637681424873523,127.88053252303507,1042.0584362905104,613.9776267735205,16293,0
-0.09192297692113985,1.0000855122803687,0.00013667823751839535,121.26661872307886,1042.0590770319436,613.976157542094,6583,0
-0.09179329510613099,1.0000936156794353,0.00013645376857096626,123.47148381489387,1042.059116289048,613.9776599548564,9820,128
-0.091663662236489,1.0001693081345087,0.00013640322172948674,125.67634885776351,1042.0583024183068,613.9775817716687,13057,0
-0.09153418240206351,0.999904435924816,0.00013640084962755097,127.88121374759794,1042.0599635330932,613.978398043961,16294,0
-0.09124175224185652,1.0002298695080016,0.0001366898891796914,121.26729994775815,1042.057664859655,613.9752943953205,6584,0
-0.09111217042760911,1.000044181933863,0.0001364509813026508,123.4721649395724,1042.0583315213703,613.9759842098435,9821,0
-0.09098263755872857,1.0003559469355088,0.00013644515113682244,125.67702988244127,1042.0597348811852,613.9785795368998,13058,0
-0.09085315778251074,0.99994297205656,0.0001364331609079219,127.88189477221749,1042.0604664805155,613.9797572711205,16295,0
-0.09056062756333463,1.0000104623183412,0.00013667378964889081,121.26798107243667,1042.0568185865757,613.9740354340089,6585,0
-0.09043104574908722,0.9999821499467484,0.00013644666358520805,123.47284606425092,1042.0591803516556,613.9765078060641,9822,0
-0.0903014129376529,1.0002430963944744,0.00013640730657068936,125.67771110706235,1042.0580747043361,613.9769223828026,13059,0
-0.09017203321312822,0.9997053335222323,0.00013640202866815605,127.88257589678688,1042.0608221882871,613.9777613372657,16296,0
