input_value,output_value,vary_flags
0.429015,0.472072,True
0.171409,0.083759,True
0.000125,0.000125,False
1.274925,1.274925,False
0.243101,0.240577,True
3.154634,3.144257,True
0.569397,0.575204,True
1.000000,1.000000,False
1.611487,1.543928,True
0.703944,1.103335,True
1.000000,1.000000,False
1.454945,1.763683,True
1.321931,1.011986,True
0.000000,0.000000,False
0.000000,0.000000,False
0.000000,0.000000,False
0.000000,0.000000,False
