input_value,output_value,vary_flags
0.429004,0.454452,True
0.171412,0.142286,True
0.000125,0.000125,False
1.274925,1.274925,False
0.243101,0.242686,True
3.154633,3.151512,True
0.569399,0.569779,True
1.000000,1.000000,False
0.174947,0.292753,True
2.235861,1.569459,True
1.000000,1.000000,False
1.802946,1.771307,True
2.280157,1.757759,True
0.000000,0.000000,False
0.000000,0.000000,False
0.000000,0.000000,False
0.000000,0.000000,False
