time,flux,flux_err,time_bin_start,time_bin_size,timecorr,cadenceno,centroid_col,centroid_row,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2
-0.3253022791418368,0.9999191885718682,0.00015382409361491416,-0.32634394580850346,179.99999999999937,0.00014353267033584416,217040,1005.5427963721826,1031.6868219553949,30959.7734375,20.65169906616211,2013.7957763671875,6.7323455810546875,21782.205078125,21.705724716186523,0,nan,nan,nan,nan,1005.5427963721826,0.0005665403441525996,1031.6868219553949,0.0005857060314156115,0.01260586827993393,-0.0077706072479486465
-0.32321894580850347,0.9999604980429481,0.00016306385636935742,-0.32426061247517013,179.99999999999937,0.00016075719031505287,217581,957.983974617352,1022.0791152602035,30961.44140625,20.809358596801758,2255.607421875,6.9560699462890625,21790.78125,21.884790420532227,0,nan,nan,nan,nan,957.983974617352,0.0005694236606359482,1022.0791152602035,0.0005891636828891933,0.02667178027331829,-0.01910763420164585
-0.32113561247517014,0.9999931375935717,0.00015196900686075888,-0.3221772791418368,179.99999999999937,9.077060531126335e-05,220269,1019.5950040978794,1051.6105113987296,30986.6328125,20.662540435791016,2016.384765625,6.758539199829102,21801.013671875,21.71491813659668,0,nan,nan,nan,nan,1019.5950040978794,0.0005688561359420419,1051.6105113987296,0.0005852830945514143,0.012400179170072079,-0.009451517835259438
-0.31905227914183676,1.000204230797354,0.000163063542028157,-0.3200939458085035,180.00000000000415,0.00016074697487056255,217584,957.9831921262554,1022.0804231222671,30964.025390625,20.81003189086914,2256.345703125,6.956162929534912,21796.990234375,21.885488510131836,0,nan,nan,nan,nan,957.9831921262554,0.0005693654529750347,1022.0804231222671,0.0005892089102417231,0.02594374492764473,-0.017774155363440514
-0.31696894580850343,1.0000466663774163,0.00015196188342419466,-0.3180106124751701,179.99999999999937,9.075658454094082e-05,220272,1019.594678148797,1051.61024947415,30990.66015625,20.66238021850586,2014.463134765625,6.757515907287598,21803.009765625,21.714763641357422,0,nan,nan,nan,nan,1019.594678148797,0.0005687277880497277,1051.61024947415,0.0005852595204487443,0.011728411540389061,-0.009911092929542065
-0.3148856124751701,0.9999942888468633,0.00016306025599454823,-0.31592727914183677,179.99999999999937,0.00016073673032224178,217587,957.9833821507385,1022.0805780285104,30960.94140625,20.81014633178711,2256.598388671875,6.958619117736816,21793.083984375,21.8856143951416,0,nan,nan,nan,nan,957.9833821507385,0.0005693521234206855,1022.0805780285104,0.0005891802720725536,0.026188435032963753,-0.01754377968609333
-0.3128022791418368,0.9998789703420183,0.00015756086360871156,-0.31384394580850344,179.99999999999937,0.00012727428111247718,216817,971.8892258010031,1070.7888560364186,30979.61328125,20.657283782958984,2029.568115234375,6.7442803382873535,21799.11328125,21.714496612548828,0,nan,nan,nan,nan,971.8892258010031,0.0005682747578248382,1070.7888560364186,0.000583361426834017,0.01325583178550005,-0.0064669400453567505
-0.31071894580850346,1.0001136299258533,0.00016303468266137944,-0.3117606124751701,179.99999999999937,0.000160726485773921,217590,957.9835982655444,1022.0808222901186,30964.85546875,20.807443618774414,2253.1337890625,6.952669620513916,21796.236328125,21.882776260375977,0,nan,nan,nan,nan,957.9835982655444,0.000569258991163224,1022.0808222901186,0.00058905896730721,0.026253575459122658,-0.01739167794585228
-0.30863561247517013,1.0000341174305651,0.00015194106751307602,-0.3096772791418368,179.99999999999937,9.072849206859246e-05,220278,1019.5945242142486,1051.6100903025558,30988.474609375,20.6607608795166,2013.7578125,6.75558614730835,21804.076171875,21.71306037902832,0,nan,nan,nan,nan,1019.5945242142486,0.0005686941440217197,1051.6100903025558,0.0005852991016581655,0.011695402674376965,-0.010004919022321701
-0.3065522791418368,1.0001569095035112,0.00016303993642494192,-0.30759394580850347,179.99999999999937,0.00016071621212176979,217593,957.9834469579823,1022.0809918315258,30966.1484375,20.80843162536621,2251.504638671875,6.954980373382568,21797.625,21.883813858032227,0,nan,nan,nan,nan,957.9834469579823,0.0005692188278771937,1022.0809918315258,0.000588982948102057,0.02593734860420227,-0.017121383920311928
-0.3044689458085035,0.999928848526928,0.0001519469172373513,-0.30551061247517014,179.99999999999937,9.071443491848186e-05,220281,1019.5954347762095,1051.6121367419325,30986.775390625,20.66206169128418,2014.2156982421875,6.75785493850708,21802.23046875,21.714414596557617,0,nan,nan,nan,nan,1019.5954347762095,0.0005688501987606287,1051.6121367419325,0.0005854450282640755,0.012733383104205132,-0.007620185613632202
-0.30238561247517015,1.0000478719023522,0.00016303522343821066,-0.3034272791418368,180.00000000000415,0.0001607059530215338,217596,957.98335650602,1022.0799203901948,30963.822265625,20.808237075805664,2253.206298828125,6.953688621520996,21795.640625,21.883604049682617,0,nan,nan,nan,nan,957.98335650602,0.0005694355349987745,1022.0799203901948,0.0005890353349968791,0.026180049404501915,-0.018085848540067673
