t0,0.0,-2.7e-05,True
per,4.0,4.0,False
rp,0.08,0.196301,True
a,8.0,8.88624,True
inc,83.0,83.562779,True
ecc,0.0,0.0,False
w,90.0,90.0,False
q1,0.2,0.0,True
q2,0.2,0.010257,True
