input_value,output_value,vary_flags
0.090994,0.153501,True
0.177805,0.000000,True
0.000474,0.000474,False
15.472592,15.472592,False
0.130814,0.130331,True
10.615400,25.778903,True
0.900000,0.850222,True
1.000000,1.000000,False
0.015797,0.145596,True
0.149909,2.720083,True
1.000000,1.000000,False
1.063860,1.000083,True
2.370857,1.242156,True
0.000000,0.000000,False
0.000000,0.000000,False
0.000000,0.000000,False
0.000000,0.000000,False
