input_value,output_value,vary_flags
1.000000,1.000000,True
1.000000,1.000000,True
-0.000064,0.000122,True
0.609517,0.609517,False
0.200435,0.081870,True
2.359299,2.670524,True
0.999997,0.898749,True
1.000000,1.000000,False
1.540086,2.957849,True
0.464617,3.086193,True
1.000000,1.000000,False
1.033116,2.194766,True
1.326413,1.890528,True
0.000000,0.000000,False
0.000000,0.000000,False
0.000000,0.000000,False
0.000000,0.000000,False
